index,Parameter Name,a3,BE(13LamC)(MeV),BE-11.88MeV
1679,J-33L-20K100ms_m1.0,87.60971069335938,11.879976367904632,-2.363209536859756e-5
1680,J-33L-20K200ms_m0.6,72.22236633300781,11.880213210522712,0.0002132105227108383
1681,J-33L-20K200ms_m0.65,72.43370056152344,11.879922259395272,-7.774060472875988e-5
1682,J-33L-20K200ms_m0.7,72.66563415527344,11.879910864086725,-8.913591327619486e-5
1683,J-33L-20K200ms_m0.75,72.91358947753906,11.879809247494208,-0.00019075250579270175
1684,J-33L-20K200ms_m0.8,73.16917419433594,11.880064719573014,6.471957301279474e-5
1685,J-33L-20K200ms_m0.85,74.13734436035156,11.879994901088736,-5.098911264767025e-6
1686,J-33L-20K200ms_m0.9,74.43641662597656,11.879710539105417,-0.000289460894583371
1687,J-33L-20K200ms_m0.95,74.73854064941406,11.880008885597917,8.885597916119536e-6
1688,J-33L-20K200ms_m1.0,75.05287170410156,11.880110535310024,0.00011053531002325201
1689,J-33L-20K400ms_m0.6,48.92601013183594,11.87993385723641,-6.614276359151461e-5
1690,J-33L-20K400ms_m0.65,49.71870422363281,11.879878751972313,-0.00012124802768731513
1691,J-33L-20K400ms_m0.7,50.48851013183594,11.880068098537222,6.809853722167247e-5
1692,J-33L-20K400ms_m0.75,52.00218200683594,11.879966535914434,-3.3464085566592416e-5
1693,J-33L-20K400ms_m0.8,52.77656555175781,11.879907860612377,-9.213938762364648e-5
1694,J-33L-20K400ms_m0.85,53.53874206542969,11.879992719221647,-7.28077835354668e-6
1695,J-33L-20K400ms_m0.9,54.29100036621094,11.879950924895724,-4.9075104277207515e-5
1696,J-33L-20K400ms_m0.95,55.03562927246094,11.88011528867618,0.00011528867617904837
1697,J-33L-20K400ms_m1.0,55.78102111816406,11.87989545116855,-0.00010454883144994653
1698,J-33L-20K500ms_m0.6,39.29008483886719,11.880144466780933,0.00014446678093271714
1699,J-33L-20K500ms_m0.65,40.36506652832031,11.87989052714883,-0.00010947285116991168
1700,J-33L-20K500ms_m0.7,42.21366882324219,11.879989744002216,-1.0255997784369697e-5
1701,J-33L-20K500ms_m0.75,43.26271057128906,11.879977141803792,-2.285819620873042e-5
1702,J-33L-20K500ms_m0.8,44.28352355957031,11.879931535048684,-6.8464951317182e-5
1703,J-33L-20K500ms_m0.85,45.28068542480469,11.880070739935803,7.073993580242188e-5
1704,J-33L-20K500ms_m0.9,46.26258850097656,11.87989952600418,-0.00010047399582013838
1705,J-33L-20K500ms_m0.95,47.22846984863281,11.880024742829022,2.4742829021207058e-5
1706,J-33L-20K500ms_m1.0,47.78999328613281,11.880050411017308,5.041101730718367e-5
1707,J-33L-10K100ms_m0.6,105.70968627929688,11.880228169039782,0.00022816903978117864
1708,J-33L-10K100ms_m0.65,105.43045043945312,11.879747366810378,-0.0002526331896230971
1709,J-33L-10K100ms_m0.7,105.19393920898438,11.879978459832216,-2.154016778455059e-5
1710,J-33L-10K100ms_m0.75,104.99862670898438,11.880008863874991,8.863874990439058e-6
1711,J-33L-10K100ms_m0.8,104.83230590820312,11.880063456516709,6.345651670791597e-5
1712,J-33L-10K100ms_m0.85,104.69192504882812,11.879826331384322,-0.00017366861567857939
1713,J-33L-10K100ms_m0.9,105.50521850585938,11.880209602509353,0.00020960250935253555
1714,J-33L-10K100ms_m0.95,105.43655395507812,11.880100342683335,0.00010034268333392049
1715,J-33L-10K100ms_m1.0,105.38009643554688,11.879987430919428,-1.2569080572788494e-5
1716,J-33L-10K200ms_m0.6,88.79074096679688,11.880027031272633,2.7031272631816705e-5
1717,J-33L-10K200ms_m0.65,88.74191284179688,11.880002527975122,2.527975121680015e-6
1718,J-33L-10K200ms_m0.7,88.72817993164062,11.879963946718462,-3.605328153888365e-5
1719,J-33L-10K200ms_m0.75,88.74343872070312,11.880062401339046,6.240133904533707e-5
1720,J-33L-10K200ms_m0.8,88.77700805664062,11.87993793630325,-6.206369675076928e-5
1721,J-33L-10K200ms_m0.85,89.64065551757812,11.880186508658667,0.00018650865866653987
1722,J-33L-10K200ms_m0.9,89.73526000976562,11.880072229442845,7.222944284457355e-5
1723,J-33L-10K200ms_m0.95,89.84664916992188,11.880012138966762,1.213896676155457e-5
1724,J-33L-10K200ms_m1.0,89.97177124023438,11.879909220610784,-9.077938921642215e-5
1725,J-33L-10K400ms_m0.6,61.95930480957031,11.8799021249271,-9.787507290148767e-5
1726,J-33L-10K400ms_m0.65,62.47047424316406,11.87998306995398,-1.693004602110193e-5
1727,J-33L-10K400ms_m0.7,62.97859191894531,11.880071466333689,7.146633368826372e-5
1728,J-33L-10K400ms_m0.75,63.48060607910156,11.880161974529386,0.00016197452938548906
1729,J-33L-10K400ms_m0.8,64.79362487792969,11.880116714719648,0.00011671471964724844
1730,J-33L-10K400ms_m0.85,65.33073425292969,11.880071510454627,7.151045462627792e-5
1731,J-33L-10K400ms_m0.9,65.86784362792969,11.880051426650354,5.14266503532923e-5
1732,J-33L-10K400ms_m0.95,66.40876770019531,11.880081507943075,8.150794307404396e-5
1733,J-33L-10K400ms_m1.0,66.95045471191406,11.88006587316086,6.587316085848727e-5
1734,J-33L-10K500ms_m0.6,51.02943420410156,11.879870931616708,-0.0001290683832930739
1735,J-33L-10K500ms_m0.65,51.82441711425781,11.880200771203434,0.00020077120343309218
1736,J-33L-10K500ms_m0.7,52.60032653808594,11.879842336474653,-0.00015766352534818395
1737,J-33L-10K500ms_m0.75,54.19410705566406,11.880091040188546,9.104018854522167e-5
1738,J-33L-10K500ms_m0.8,54.97917175292969,11.880074296379973,7.429637997269367e-5
1739,J-33L-10K500ms_m0.85,55.75508117675781,11.880094280651178,9.428065117766948e-5
1740,J-33L-10K500ms_m0.9,56.52183532714844,11.87984512739493,-0.00015487260507107692
1741,J-33L-10K500ms_m0.95,57.28248596191406,11.880101898328249,0.00010189832824814005
1742,J-33L-10K500ms_m1.0,58.04237365722656,11.880006292943776,6.29294377496592e-6
1743,J-33L0K100ms_m0.6,128.02871704101562,11.879802042825617,-0.00019795717438420013
1744,J-33L0K100ms_m0.65,127.60299682617188,11.879925492991617,-7.450700838340651e-5
1745,J-33L0K100ms_m0.7,127.23220825195312,11.879746803556486,-0.000253196443514625
1746,J-33L0K100ms_m0.75,126.89804077148438,11.880173693321865,0.00017369332186412123
1747,J-33L0K100ms_m0.8,126.60507202148438,11.879856656125696,-0.00014334387430459117
1748,J-33L0K100ms_m0.85,126.33651733398438,11.880007855692412,7.855692411240511e-6
1749,J-33L0K100ms_m0.9,127.43209838867188,11.880023195377817,2.3195377815810048e-5
1750,J-33L0K100ms_m0.95,127.25662231445312,11.879805809401176,-0.00019419059882430645
1751,J-33L0K100ms_m1.0,127.09487915039062,11.8800077991623,7.79916229909361e-6
1752,J-33L0K200ms_m0.6,107.87338256835938,11.879920353355672,-7.964664432869029e-5
1753,J-33L0K200ms_m0.65,107.60330200195312,11.879907169376253,-9.28306237479859e-5
1754,J-33L0K200ms_m0.7,107.37747192382812,11.880176948884923,0.0001769488849223677
1755,J-33L0K200ms_m0.75,107.19131469726562,11.88003407311895,3.407311894854104e-5
1756,J-33L0K200ms_m0.8,107.02804565429688,11.880093098597044,9.309859704309531e-5
1757,J-33L0K200ms_m0.85,106.89071655273438,11.879972092565765,-2.7907434235530104e-5
1758,J-33L0K200ms_m0.9,107.83828735351562,11.87988972342859,-0.00011027657141049474
1759,J-33L0K200ms_m0.95,107.77725219726562,11.87995918149808,-4.0818501920725225e-5
1760,J-33L0K200ms_m1.0,107.73605346679688,11.880101460583504,0.0001014605835027993
1761,J-33L0K400ms_m0.6,76.71035766601562,11.880042903195047,4.2903195046406495e-5
1762,J-33L0K400ms_m0.65,76.94992065429688,11.879967286926004,-3.271307399721479e-5
1763,J-33L0K400ms_m0.7,77.20169067382812,11.879997545946026,-2.454053975142756e-6
1764,J-33L0K400ms_m0.75,77.46414184570312,11.880027026928673,2.7026928671958217e-5
1765,J-33L0K400ms_m0.8,77.73269653320312,11.87990363997524,-9.636002476121064e-5
1766,J-33L0K400ms_m0.85,78.92440795898438,11.879935650466322,-6.434953367850937e-5
1767,J-33L0K400ms_m0.9,79.25247192382812,11.879960314993625,-3.968500637618888e-5
1768,J-33L0K400ms_m0.95,79.59274291992188,11.879954342660994,-4.565733900641078e-5
1769,J-33L0K400ms_m1.0,79.94522094726562,11.879980745337392,-1.9254662609213824e-5
1770,J-33L0K500ms_m0.6,64.24354553222656,11.879853768410698,-0.00014623158930326952
1771,J-33L0K500ms_m0.65,64.76692199707031,11.88012397338332,0.00012397338331915364
1772,J-33L0K500ms_m0.7,65.28343200683594,11.87987288770259,-0.0001271122974113581
1773,J-33L0K500ms_m0.75,65.79078674316406,11.880120327282,0.0001203272819996215
1774,J-33L0K500ms_m0.8,67.20680236816406,11.879845065987311,-0.0001549340126896226
1775,J-33L0K500ms_m0.85,67.76145935058594,11.880039457152222,3.9457152221089586e-5
1776,J-33L0K500ms_m0.9,68.31764221191406,11.879895960784097,-0.00010403921590373955
1777,J-33L0K500ms_m0.95,68.87535095214844,11.88020275426247,0.0002027542624691847
1778,J-33L0K500ms_m1.0,69.44297790527344,11.880052682594538,5.2682594537500904e-5
1779,J-33L10K100ms_m0.6,154.58892822265625,11.879876304231232,-0.00012369576876913868
1780,J-33L10K100ms_m0.65,154.17083740234375,11.879711990791094,-0.00028800920890681425
1781,J-33L10K100ms_m0.7,153.80462646484375,11.880033736113191,3.373611319013037e-5
1782,J-33L10K100ms_m0.75,153.48114013671875,11.880095987516242,9.598751624118051e-5
1783,J-33L10K100ms_m0.8,153.19427490234375,11.879951065642999,-4.893435700203952e-5
1784,J-33L10K100ms_m0.85,152.93182373046875,11.879990665439905,-9.334560095553002e-6
1785,J-33L10K100ms_m0.9,152.68157958984375,11.880120513216383,0.00012051321638217871
1786,J-33L10K100ms_m0.95,154.74456787109375,11.879992400539336,-7.599460664309277e-6
1787,J-33L10K100ms_m1.0,154.62554931640625,11.87993244150573,-6.755849427086957e-5
1788,J-33L10K200ms_m0.6,130.04745483398438,11.880171474196189,0.00017147419618801507
1789,J-33L10K200ms_m0.65,129.62783813476562,11.880117847065577,0.00011784706557627089
1790,J-33L10K200ms_m0.7,129.25704956054688,11.88003750823745,3.750823744930187e-5
1791,J-33L10K200ms_m0.75,128.92440795898438,11.880100085073096,0.00010008507309500203
1792,J-33L10K200ms_m0.8,128.62686157226562,11.880068002311674,6.800231167325421e-5
1793,J-33L10K200ms_m0.85,128.35067749023438,11.879935930410639,-6.406958936189255e-5
1794,J-33L10K200ms_m0.9,129.57443237304688,11.880094102051771,9.410205177040609e-5
1795,J-33L10K200ms_m0.95,129.39437866210938,11.87984470278937,-0.00015529721063067825
1796,J-33L10K200ms_m1.0,129.23568725585938,11.879862734873996,-0.0001372651260052038
1797,J-33L10K400ms_m0.6,93.44009399414062,11.8800782904964,7.829049639873631e-5
1798,J-33L10K400ms_m0.65,93.42636108398438,11.880001135117354,1.1351173530016467e-6
1799,J-33L10K400ms_m0.7,93.43856811523438,11.879929716393917,-7.028360608352102e-5
1800,J-33L10K400ms_m0.75,93.47213745117188,11.879913426832672,-8.657316732829656e-5
1801,J-33L10K400ms_m0.8,93.52096557617188,11.879898861917027,-0.00010113808297340654
1802,J-33L10K400ms_m0.85,94.61959838867188,11.88006537838774,6.537838774001159e-5
1803,J-33L10K400ms_m0.9,94.75234985351562,11.879844630720754,-0.00015536927924664212
1804,J-33L10K400ms_m0.95,94.89730834960938,11.880046851945508,4.6851945507242476e-5
1805,J-33L10K400ms_m1.0,95.06210327148438,11.879999642783304,-3.572166971110846e-7
1806,J-33L10K500ms_m0.6,79.12582397460938,11.879977582167996,-2.2417832004961724e-5
1807,J-33L10K500ms_m0.65,79.37911987304688,11.880071096092138,7.109609213706847e-5
1808,J-33L10K500ms_m0.7,79.64767456054688,11.880033587881883,3.358788188201345e-5
1809,J-33L10K500ms_m0.75,79.92080688476562,11.879975111934542,-2.488806545919431e-5
1810,J-33L10K500ms_m0.8,80.19241333007812,11.879819076547633,-0.00018092345236730978
1811,J-33L10K500ms_m0.85,81.50619506835938,11.879892310303106,-0.00010768969689500807
1812,J-33L10K500ms_m0.9,81.85714721679688,11.879914601290636,-8.539870936452587e-5
1813,J-33L10K500ms_m0.95,82.22030639648438,11.880133430728037,0.00013343072803628786
1814,J-33L10K500ms_m1.0,82.59719848632812,11.879917663214641,-8.233678535951583e-5
1815,J-33L20K100ms_m0.6,187.23968505859375,11.879830421010439,-0.0001695789895617139
1816,J-33L20K100ms_m0.65,187.17559814453125,11.879872888208865,-0.00012711179113544802
1817,J-33L20K100ms_m0.7,187.16644287109375,11.880024390823337,2.439082333616227e-5
1818,J-33L20K100ms_m0.75,187.21221923828125,11.879834126185727,-0.00016587381427335401
1819,J-33L20K100ms_m0.8,187.27630615234375,11.879984874863965,-1.5125136036076015e-5
1820,J-33L20K100ms_m0.85,187.37701416015625,11.8797923388492,-0.000207661150801286
1821,J-33L20K100ms_m0.9,187.49908447265625,11.879969687424847,-3.03125751539568e-5
1822,J-33L20K100ms_m0.95,187.63641357421875,11.879946260607042,-5.373939295871821e-5
1823,J-33L20K100ms_m1.0,187.79205322265625,11.879787386785367,-0.0002126132146340609
1824,J-33L20K200ms_m0.6,156.25213623046875,11.880101342555193,0.00010134255519211877
1825,J-33L20K200ms_m0.65,155.81573486328125,11.879830414883358,-0.00016958511664277864
1826,J-33L20K200ms_m0.7,155.42510986328125,11.879933057481196,-6.694251880468016e-5
1827,J-33L20K200ms_m0.75,155.07720947265625,11.880036085307978,3.608530797727383e-5
1828,J-33L20K200ms_m0.8,154.75982666015625,11.879985714432237,-1.4285567763394624e-5
1829,J-33L20K200ms_m0.85,154.45770263671875,11.880197913200988,0.0001979132009868323
1830,J-33L20K200ms_m0.9,154.18609619140625,11.880052577191393,5.257719139173389e-5
1831,J-33L20K200ms_m0.95,156.33758544921875,11.88020610506635,0.00020610506634888281
1832,J-33L20K200ms_m1.0,156.18499755859375,11.880173524502311,0.00017352450231022942
1833,J-33L20K400ms_m0.6,112.49984741210938,11.880029499549295,2.949954929398757e-5
1834,J-33L20K400ms_m0.65,112.26028442382812,11.880009364840632,9.364840630965432e-6
1835,J-33L20K400ms_m0.7,112.05581665039062,11.879993865384307,-6.1346156936537e-6
1836,J-33L20K400ms_m0.75,111.88491821289062,11.879866405975648,-0.00013359402435320078
1837,J-33L20K400ms_m0.8,111.73538208007812,11.879767522465812,-0.00023247753418864647
1838,J-33L20K400ms_m0.85,111.59652709960938,11.8800508965371,5.089653709866582e-5
1839,J-33L20K400ms_m0.9,112.80502319335938,11.880132307553907,0.00013230755390658544
1840,J-33L20K400ms_m0.95,112.77450561523438,11.88001705163154,1.7051631539644063e-5
1841,J-33L20K400ms_m1.0,112.76382446289062,11.879981410918518,-1.8589081483000314e-5
1842,J-33L20K500ms_m0.6,95.91812133789062,11.880114929279557,0.0001149292795563639
1843,J-33L20K500ms_m0.65,95.92422485351562,11.880068738280883,6.873828088238554e-5
1844,J-33L20K500ms_m0.7,95.95169067382812,11.880099297713542,9.929771354144634e-5
1845,J-33L20K500ms_m0.75,95.99288940429688,11.880191331085854,0.00019133108585300818
1846,J-33L20K500ms_m0.8,96.05087280273438,11.880010741272201,1.074127220057619e-5
1847,J-33L20K500ms_m0.85,97.27310180664062,11.880013088913955,1.30889139544621e-5
1848,J-33L20K500ms_m0.9,97.42874145507812,11.879924784722078,-7.521527792242466e-5
1849,J-33L20K500ms_m0.95,97.59811401367188,11.880066941425909,6.694142590824015e-5
1850,J-33L20K500ms_m1.0,97.78884887695312,11.8800057217003,5.7217002993326105e-6
1851,J-32L-50K100ms_m0.6,31.417503356933594,11.879870913392224,-0.00012908660777632974
1852,J-32L-50K100ms_m0.65,32.90142059326172,11.879998498296516,-1.5017034851183553e-6
1853,J-32L-50K100ms_m0.7,33.81389617919922,11.880234866611602,0.00023486661160099231
1854,J-32L-50K100ms_m0.75,34.70996856689453,11.879857944445462,-0.0001420555545390556
1855,J-32L-50K100ms_m0.8,35.585060119628906,11.879939247321559,-6.075267844174448e-5
1856,J-32L-50K100ms_m0.85,36.44298553466797,11.880147021477129,0.00014702147712775115
1857,J-32L-50K100ms_m0.9,37.28527069091797,11.880041269182328,4.126918232749688e-5
1858,J-32L-50K100ms_m0.95,38.11267852783203,11.879919363426424,-8.063657357659793e-5
1859,J-32L-50K100ms_m1.0,38.92539978027344,11.880076696835218,7.66968352170494e-5
1860,J-32L-50K200ms_m0.6,23.25939178466797,11.880102359762418,0.00010235976241723677
1861,J-32L-50K200ms_m0.65,24.49573516845703,11.879881978941555,-0.00011802105844616051
1862,J-32L-50K200ms_m0.7,25.69202423095703,11.88007804361429,7.804361428931372e-5
1863,J-32L-50K200ms_m0.75,26.852073669433594,11.88012474920589,0.00012474920588978478
1864,J-32L-50K200ms_m0.8,27.978172302246094,11.87982129442436,-0.00017870557564059197
