index,Parameter Name,J (MeV),L (MeV),K (MeV),m*/m,J-J_calc,L-L_calc,K-K_Calc
1237,J-28L-20K600ms_m0.95,-28.000000036859632,-20.00000011647566,600.0000000274421,0.9500000000006396,0.0,2.6000588349006648e-8,-9.530572242510971e-8
1238,J-28L-20K600ms_m1.0,-28.000000035557235,-20.00000010986554,600.0000000411517,1.0,0.0,2.6002663133795068e-8,-1.0287828899890883e-7
1239,J-28L-10K0ms_m0.6,-28.000000001344063,-10.000000056047952,-2.884476657527557e-7,0.5999999999845264,0.0,-4.830580735415424e-8,1.7536052610012126e-7
1240,J-28L-10K0ms_m0.65,-28.000000001871058,-10.000000058444357,-2.9204798579485214e-7,0.6500000000136412,0.0,-4.8309672706636775e-8,1.619376632788772e-7
1241,J-28L-10K0ms_m0.7,-27.99999999748144,-10.000000036292022,-2.4672078779985895e-7,0.6999999999864605,0.0,-4.831326805287972e-8,1.8710818494582787e-7
1242,J-28L-10K0ms_m0.75,-27.9999999998995,-10.000000048205152,-2.6966083055413037e-7,0.750000000000805,0.0,-4.8306972644240886e-8,1.6529364188500045e-7
1243,J-28L-10K0ms_m0.8,-27.999999990120983,-9.999999999157467,-1.7079042891054996e-7,0.7999999999882172,0.0,-4.8293557597389736e-8,1.6757570620029588e-7
1244,J-28L-10K0ms_m0.85,-27.999999995408416,-10.000000025457666,-2.227071362881361e-7,0.849999999948915,0.0,-4.8309289013559464e-8,1.6855748441457768e-7
1245,J-28L-10K0ms_m0.9,-27.999999994321428,-10.000000019901336,-2.1098614055858889e-7,0.9000000000808437,0.0,-4.8311179057236586e-8,1.748556179848038e-7
1246,J-28L-10K0ms_m0.95,-27.999999999075072,-10.00000004356059,-2.577608366749473e-7,0.9500000000089144,0.0,-4.8300194066541735e-8,1.646085028284006e-7
1247,J-28L-10K0ms_m1.0,-27.999999997602032,-10.000000036097504,-2.4234515194621054e-7,1.0,0.0,-4.829780664294958e-8,1.685645543147985e-7
1248,J-28L-10K300ms_m0.6,-28.000000000181224,-10.000000006483333,299.999999970684,0.5999999999597703,0.0,-1.4412492532756005e-8,4.32956994700362e-8
1249,J-28L-10K300ms_m0.65,-28.000000000708184,-10.000000008879681,299.9999999670839,0.6499999999845872,0.0,-1.4410545645660022e-8,4.839273515244713e-8
1250,J-28L-10K300ms_m0.7,-27.99999999985525,-10.000000004410566,299.99999997704447,0.6999999999527647,3.552713678800501e-15,-1.4409323512154515e-8,4.361947958386736e-8
1251,J-28L-10K300ms_m0.75,-28.000000001784386,-10.00000001387906,299.99999995899327,0.750000000000805,7.105427357601002e-15,-1.441040353711287e-8,4.951067467118264e-8
1252,J-28L-10K300ms_m0.8,-28.00000000287173,-10.000000019160723,299.9999999492052,0.7999999999970194,3.552713678800501e-15,-1.4411170923267491e-8,5.0568303322506836e-8
1253,J-28L-10K300ms_m0.85,-28.000000002286157,-10.000000016096067,299.99999995601854,0.849999999998599,7.105427357601002e-15,-1.4411369875233504e-8,4.367103656477411e-8
1254,J-28L-10K300ms_m0.9,-28.00000000248916,-10.000000016989418,299.9999999548398,0.9000000000010053,-3.552713678800501e-15,-1.4413700455406797e-8,4.86313638248248e-8
1255,J-28L-10K300ms_m0.95,-28.00000000272827,-10.00000001807615,299.9999999532103,0.9500000000089144,-3.552713678800501e-15,-1.4413089388654043e-8,4.3216118683631066e-8
1256,J-28L-10K300ms_m1.0,-28.000000003023573,-10.000000019454774,299.9999999509427,1.0,-3.552713678800501e-15,-1.4412975701816322e-8,4.872470071859425e-8
1257,J-28L-10K600ms_m0.6,-28.00000001431951,-10.000000033424158,600.0000000768044,0.6000000000257864,0.0,1.948058070411207e-8,-6.998800472501898e-8
1258,J-28L-10K600ms_m0.65,-28.000000013993542,-10.000000031555743,600.0000000817337,0.6500000000426952,0.0,1.948232863924204e-8,-8.091808467725059e-8
1259,J-28L-10K600ms_m0.7,-28.00000000960395,-10.000000009403408,600.0000001270606,0.7000000000201563,0.0,1.9487259805828216e-8,-8.194126621674513e-8
1260,J-28L-10K600ms_m0.75,-28.0000000094632,-10.000000008522477,600.0000001297086,0.7499999999621236,7.105427357601002e-15,1.948932037976192e-8,-6.998243406997062e-8
1261,J-28L-10K600ms_m0.8,-28.0000000189033,-10.000000055567824,600.000000036393,0.7999999999970193,7.105427357601002e-15,1.9479628576846153e-8,-8.799190709396498e-8
1262,J-28L-10K600ms_m0.85,-28.000000007488218,-9.999999998355833,600.000000151501,0.8499999999969429,-7.105427357601002e-15,1.947424266290909e-8,-7.878304586483864e-8
1263,J-28L-10K600ms_m0.9,-28.00000000342024,-9.999999977894305,600.0000001930321,0.9000000000049043,0.0,1.9489831970531668e-8,-7.439348337356932e-8
1264,J-28L-10K600ms_m0.95,-28.000000009747566,-10.000000009422024,600.000000130521,0.9500000000006396,0.0,1.948846772847901e-8,-8.717802302271593e-8
1265,J-28L-10K600ms_m1.0,-28.00000000844514,-10.000000002811987,600.0000001442305,1.0,0.0,1.948150440966856e-8,-8.717904620425543e-8
1266,J-28L0K0ms_m0.6,-27.999999811366933,7.024657406873303e-7,4.660911656628741e-7,0.5999999999845264,0.0,-5.482672804646427e-8,1.6322942997248896e-7
1267,J-28L0K0ms_m0.65,-27.9999998118939,7.00069449521834e-7,4.6249110141616256e-7,0.6500000000136412,0.0,-5.483836673647602e-8,1.765118611274374e-7
1268,J-28L0K0ms_m0.7,-27.99999980579841,7.307512532861438e-7,5.248772367849597e-7,0.6999999999415328,0.0,-5.482770859543962e-8,1.625686536499415e-7
1269,J-28L0K0ms_m0.75,-27.999999809069408,7.145735025915201e-7,4.934070787498968e-7,0.7499999999750174,0.0,-5.4827680173730187e-8,2.0742783846117158e-7
1270,J-28L0K0ms_m0.8,-27.99999979997324,7.60209331929218e-7,5.854542735050927e-7,0.7999999999823489,0.0,-5.482233689235727e-8,1.7341906755063969e-7
1271,J-28L0K0ms_m0.85,-27.9999998054312,7.330563676077873e-7,5.318322138236908e-7,0.849999999948915,0.0,-5.4847347996656026e-8,1.7218390269135847e-7
1272,J-28L0K0ms_m0.9,-27.999999801785464,7.51406673771271e-7,5.691406954611011e-7,0.8999999999694414,0.0,-5.483821041707415e-8,1.7787607475838735e-7
1273,J-28L0K0ms_m0.95,-27.999999809524382,7.128209063012036e-7,4.925133296751483e-7,0.9500000000296016,0.0,-5.483298082253896e-8,1.732806893528504e-7
1274,J-28L0K0ms_m1.0,-27.999999807624874,7.224163027785835e-7,5.121939352648042e-7,1.0,0.0,-5.483566667408013e-8,1.711675281512725e-7
1275,J-28L0K300ms_m0.6,-27.999999979653495,6.764810223103268e-8,300.0000000079184,0.5999999999845264,-7.105427357601002e-15,-2.0936610667376954e-8,7.909767418823321e-8
1276,J-28L0K300ms_m0.65,-27.999999981886333,5.6722456065472215e-8,299.9999999872598,0.6500000000523799,-3.552713678800501e-15,-2.0939367573191703e-8,7.624242925885483e-8
1277,J-28L0K300ms_m0.7,-27.99999997621731,8.527194950147532e-8,300.00000004538094,0.6999999999976924,7.105427357601002e-15,-2.093706541472784e-8,7.972568027980742e-8
1278,J-28L0K300ms_m0.75,-27.999999978208933,7.549112979177153e-8,300.00000002670515,0.750000000000805,0.0,-2.093818807225034e-8,7.91602019489801e-8
1279,J-28L0K300ms_m0.8,-27.999999986369616,3.484268518150202e-8,299.9999999461836,0.7999999999970193,-3.552713678800501e-15,-2.0939680211995437e-8,7.998158935151878e-8
1280,J-28L0K300ms_m0.85,-27.9999999749119,9.226801012118813e-8,300.0000000617184,0.8499999999952866,3.552713678800501e-15,-2.0944256107213732e-8,7.293925818885327e-8
1281,J-28L0K300ms_m0.9,-27.999999988608323,2.39075461649918e-8,299.9999999256053,0.9000000000065753,3.552713678800501e-15,-2.0941698153364996e-8,7.475108532162267e-8
1282,J-28L0K300ms_m0.95,-27.999999977384476,8.013563501663157e-8,300.0000000386055,0.9500000000089144,-3.552713678800501e-15,-2.0936155920026067e-8,7.74522277424694e-8
1283,J-28L0K300ms_m1.0,-27.999999975911436,8.759866432228591e-8,300.00000005402126,1.0,3.552713678800501e-15,-2.0940007061653887e-8,7.455304285031161e-8
1284,J-28L0K600ms_m0.6,-28.000000017221588,-4.386872376471729e-8,600.0000000751788,0.5999999999762742,-7.105427357601002e-15,1.2954302519574412e-8,-3.999730324721895e-8
1285,J-28L0K600ms_m0.65,-28.00000001774855,-4.626495808679465e-8,600.000000071579,0.6500000000039565,-3.552713678800501e-15,1.2955084116583748e-8,-4.4108674046583474e-8
1286,J-28L0K600ms_m0.7,-28.000000015491295,-3.477427412690304e-8,600.0000000955827,0.7000000000313881,0.0,1.293902585075557e-8,-5.069819053460378e-8
1287,J-28L0K600ms_m0.75,-28.000000014924115,-3.176120344505762e-8,600.0000001024948,0.7499999999621236,1.0658141036401503e-14,1.294607443469431e-8,-5.790604973299196e-8
1288,J-28L0K600ms_m0.8,-28.000000024364176,-7.880639429913572e-8,600.0000000091794,0.7999999999970193,7.105427357601002e-15,1.2944639138368075e-8,-3.969466888520401e-8
1289,J-28L0K600ms_m0.85,-28.000000012991755,-2.1807437633469817e-8,600.0000001238615,0.849999999998599,7.105427357601002e-15,1.2950039263159852e-8,-5.976562533760443e-8
1290,J-28L0K600ms_m0.9,-28.000000026602905,-8.974156173735537e-8,599.9999999886013,0.9000000000065753,-1.4210854715202004e-14,1.2949413985552383e-8,-4.0013787838688586e-8
1291,J-28L0K600ms_m0.95,-28.00000001537904,-3.351350130742503e-8,600.0000001016016,0.9500000000089144,3.552713678800501e-15,1.2950877703588048e-8,-5.501340183400316e-8
1292,J-28L0K600ms_m1.0,-28.000000013906003,-2.605037252578768e-8,600.0000001170172,1.0,0.0,1.2952668271282164e-8,-5.156914539838908e-8
1293,J-28L10K0ms_m0.6,-27.999999948825746,10.000000149529228,-9.934983324910718e-8,0.6000000000175344,0.0,-6.135815056040883e-8,2.1169735475723433e-7
1294,J-28L10K0ms_m0.65,-27.999999945045374,10.00000016866943,-5.987649842609244e-8,0.6499999999545647,0.0,-6.136679076007567e-8,2.2006597077961487e-7
1295,J-28L10K0ms_m0.7,-27.999999994601467,9.999999921093831,-5.540057941288978e-7,0.6999999999415328,-2.842170943040401e-14,-6.135910268767475e-8,1.9465613831926031e-7
1296,J-28L10K0ms_m0.75,-27.99999987494192,10.00000051956863,6.438297788236014e-7,0.7500000000008049,-2.842170943040401e-14,-6.136599495221162e-8,2.345571630257836e-7
1297,J-28L10K0ms_m0.8,-27.999999989629146,9.999999946287176,-5.019578424025894e-7,0.8000000000116896,2.842170943040401e-14,-6.135435626219987e-8,2.0147946599990984e-7
1298,J-28L10K0ms_m0.85,-27.999999871303714,10.000000538051268,6.822543809903436e-7,0.8499999999820376,0.0,-6.13592447962219e-8,2.0698655589512777e-7
1299,J-28L10K0ms_m0.9,-27.99999988363544,10.000000476514515,5.597886563180055e-7,0.8999999999323072,-2.842170943040401e-14,-6.135205410373601e-8,2.1814834028077707e-7
1300,J-28L10K0ms_m0.95,-27.99999995869598,10.00000010132021,-1.9005546292305553e-7,0.9499999998227282,0.0,-6.135549313057709e-8,2.1543138117863242e-7
1301,J-28L10K0ms_m1.0,-27.99999997874454,10.000000001175522,-3.8985518813206e-7,1.0,-2.842170943040401e-14,-6.135735475254478e-8,2.175053737119016e-7
1302,J-28L10K300ms_m0.6,-27.999999985114385,10.000000044409717,299.9999999807051,0.5999999999845264,0.0,-2.7468431085253542e-8,9.813220458454452e-8
1303,J-28L10K300ms_m0.65,-27.999999987347223,10.00000003348407,299.99999996004647,0.6500000000523799,0.0,-2.7460103524390433e-8,1.0469017297509708e-7
1304,J-28L10K300ms_m0.7,-27.999999979545876,10.00000007269523,300.000000039491,0.6999999999415328,0.0,-2.7465787866276514e-8,1.1046563486161176e-7
1305,J-28L10K300ms_m0.75,-27.999999982816917,10.000000056517251,300.0000000080212,0.7499999999750174,-7.105427357601002e-15,-2.7463855190035247e-8,9.291107971876045e-8
1306,J-28L10K300ms_m0.8,-27.999999990721705,10.000000017148352,299.9999999300584,0.7999999999588766,7.105427357601002e-15,-2.7459449825073534e-8,9.782598908714135e-8
1307,J-28L10K300ms_m0.85,-27.999999998141448,9.99999998018643,299.99999985681865,0.849999999998599,0.0,-2.746277516507689e-8,1.0664547289707116e-7
1308,J-28L10K300ms_m0.9,-27.999999994069213,10.000000000669104,299.99999989839193,0.9000000000065753,0.0,-2.7464622576189868e-8,1.0831462304849993e-7
1309,J-28L10K300ms_m0.95,-27.999999982845367,10.00000005689725,300.0000000113921,0.9500000000089144,7.105427357601002e-15,-2.7459023499432078e-8,9.791909860723536e-8
1310,J-28L10K300ms_m1.0,-27.999999981372355,10.000000064360279,300.0000000268078,1.0,-1.4210854715202004e-14,-2.7466285246191546e-8,9.665700417826883e-8
1311,J-28L10K600ms_m0.6,-28.00000002225601,9.999999935025066,600.0000000522302,0.5999999999680222,-7.105427357601002e-15,6.431129406792024e-9,-2.95902964353445e-8
1312,J-28L10K600ms_m0.65,-28.00000002448884,9.999999924099477,600.0000000315716,0.6500000000330105,0.0,6.430347809782688e-9,-3.091076905548107e-8
1313,J-28L10K600ms_m0.7,-28.000000038635505,9.99999985357055,599.999999891536,0.7000000000313881,0.0,6.42868513978101e-9,-1.3478711480274796e-8
1314,J-28L10K600ms_m0.75,-28.00000002166438,9.999999938603395,600.0000000624877,0.750000000000805,1.0658141036401503e-14,6.426617460419948e-9,-3.897787337336922e-8
1315,J-28L10K600ms_m0.8,-28.000000029825067,9.999999897955046,599.9999999819663,0.7999999999970194,7.105427357601002e-15,6.43161612856602e-9,-2.7310534278512932e-8
1316,J-28L10K600ms_m0.85,-28.000000036135994,9.999999866537141,599.9999999198144,0.849999999998599,7.105427357601002e-15,6.429861088008693e-9,-2.1216351342445705e-8
1317,J-28L10K600ms_m0.9,-28.000000032063753,9.999999887019968,599.9999999613881,0.9000000000065753,1.4210854715202004e-14,6.4332823512813775e-9,-3.3462015380791854e-8
1318,J-28L10K600ms_m0.95,-28.00000003848062,9.99999985504439,599.9999998979811,0.9500000000068457,-1.4210854715202004e-14,6.43830944113688e-9,-1.4707438822370023e-8
1319,J-28L10K600ms_m1.0,-28.000000037050242,9.999999862294288,599.9999999129702,1.0,0.0,6.431505994441977e-9,-3.379034296813188e-8
1320,J-28L20K0ms_m0.6,-28.00000008560636,19.99999959998388,-6.580084885854376e-7,0.6000000000374218,2.842170943040401e-14,-6.78998439695988e-8,2.396286760131262e-7
1321,J-28L20K0ms_m0.65,-28.000000083399755,19.99999961125559,-6.342725384911319e-7,0.6500000000136411,0.0,-6.791340112499711e-8,2.5251890178878977e-7
1322,J-28L20K0ms_m0.7,-28.000000131207287,19.999999372422394,-1.1109162016964547e-6,0.6999999999639966,-2.842170943040401e-14,-6.789722917233121e-8,2.369208402797087e-7
1323,J-28L20K0ms_m0.75,-28.000000010268366,19.999999977294124,9.971287795451644e-8,0.7499999999879112,-2.842170943040401e-14,-6.790889983676607e-8,2.437768387153483e-7
1324,J-28L20K0ms_m0.8,-28.00000012367616,19.999999410410055,-1.0332799789125602e-6,0.7999999999530085,-2.842170943040401e-14,-6.789987239130824e-8,2.595098962387967e-7
1325,J-28L20K0ms_m0.85,-28.00000001132122,19.99999997232146,9.1226894483043e-8,0.8500000001476511,0.0,-6.790612516738292e-8,2.593356214219966e-7
1326,J-28L20K0ms_m0.9,-28.000000023652888,19.99999991078471,-3.123932046378286e-8,0.9000000001179776,2.842170943040401e-14,-6.790234508002868e-8,2.6722273460677576e-7
1327,J-28L20K0ms_m0.95,-28.000000098713485,19.999999535590632,-7.810832070020979e-7,0.9500000000296018,0.0,-6.790151019231416e-8,2.650175989771242e-7
1328,J-28L20K0ms_m1.0,-28.00000011449731,19.999999456769274,-9.382362406995526e-7,1.0,2.842170943040401e-14,-6.791294637764622e-8,2.645136589762844e-7
1329,J-28L20K300ms_m0.6,-27.999999958002235,20.000000151463155,300.0000000837837,0.5999999999845264,-1.4210854715202004e-14,-3.400505121931019e-8,1.3593177072834806e-7
1330,J-28L20K300ms_m0.65,-27.999999958529173,20.00000014906709,300.0000000801839,0.6500000000136411,1.4210854715202004e-14,-3.400623427296523e-8,1.2629527645913186e-7
1331,J-28L20K300ms_m0.7,-27.99999997097001,20.00000008706718,299.9999999572068,0.6999999999639966,0.0,-3.4005392279823354e-8,1.354108576379076e-7
1332,J-28L20K300ms_m0.75,-27.999999972620458,20.000000078992343,299.99999994194275,0.7499999999518085,0.0,-3.400413106646738e-8,1.2761603329636273e-7
1333,J-28L20K300ms_m0.8,-27.99999996258603,20.000000129319574,300.0000000433723,0.7999999999236681,-7.105427357601002e-15,-3.400357329041981e-8,1.307178649767593e-7
1334,J-28L20K300ms_m0.85,-27.9999999723087,20.000000080842938,299.99999994710333,0.8500000000482829,-7.105427357601002e-15,-3.400911552375874e-8,1.2551203099064878e-7
1335,J-28L20K300ms_m0.9,-27.99999996695709,20.000000107722713,300.0000000014707,0.9000000000065753,-7.105427357601002e-15,-3.400277748255576e-8,1.1992096915491857e-7
1336,J-28L20K300ms_m0.95,-27.999999972563643,20.00000007979861,299.9999999461667,0.9499999999675396,-1.4210854715202004e-14,-3.399168235773686e-8,1.3388643083089846e-7
1337,J-28L20K300ms_m1.0,-27.999999971943538,20.000000082997076,299.9999999530531,1.0,-7.105427357601002e-15,-3.4001743642875226e-8,1.2644818525586743e-7
1338,J-28L20K600ms_m0.6,-28.000000017944814,19.999999928073983,599.9999999272995,0.6000000000670466,0.0,-9.987743965211848e-11,1.8405899027129635e-10
1339,J-28L20K600ms_m0.65,-28.00000001548652,19.999999940603914,599.9999999535521,0.6500000000426952,0.0,-1.0221512525276921e-10,1.061721377482172e-9
1340,J-28L20K600ms_m0.7,-28.000000010243987,19.999999967021097,600.0000000074087,0.6999999999976924,-7.105427357601002e-15,-9.953282642527483e-11,-1.0496705726836808e-9
1341,J-28L20K600ms_m0.75,-28.000000012235603,19.999999957240163,599.999999988733,0.750000000000805,0.0,-1.0396661309641786e-10,-4.991647983842995e-9
1342,J-28L20K600ms_m0.8,-28.00000000271293,20.0000000050086,600.0000000850447,0.7999999999970194,7.105427357601002e-15,-9.934808531397721e-11,-1.1754082152037881e-9
1343,J-28L20K600ms_m0.85,-28.000000009023857,19.999999973590775,600.000000022893,0.849999999998599,7.105427357601002e-15,-1.0315304166397254e-10,-3.061813913518563e-9
1344,J-28L20K600ms_m0.9,-28.000000004823704,19.999999994713136,600.0000000657458,0.9000000000010053,0.0,-1.0266987260365568e-10,-2.773390406218823e-9
1345,J-28L20K600ms_m0.95,-28.00000001141113,19.999999961884797,600.0000000006332,0.9500000000089144,0.0,-1.035083130318526e-10,-1.5131718100747094e-10
1346,J-28L20K600ms_m1.0,-28.000000009938105,19.99999996934784,600.000000016049,1.0,0.0,-1.0223288882116321e-10,-3.0504452297464013e-9
1347,J-27L-50K0ms_m0.6,-26.999999970686304,-49.999999894184384,5.667968139277946e-8,0.6000000000257864,0.0,-2.023146805640863e-8,7.601781248922634e-8
1348,J-27L-50K0ms_m0.65,-26.999999988043683,-49.99999998073281,-1.1522445220180089e-7,0.6500000000426952,0.0,-2.02391987613737e-8,7.027836090856002e-8
1349,J-27L-50K0ms_m0.7,-26.999999983654078,-49.999999958580304,-6.989726841766242e-8,0.7000000000201563,0.0,-2.023644896098631e-8,7.283655634182653e-8
1350,J-27L-50K0ms_m0.75,-26.999999983513348,-49.999999957699515,-6.724978618422028e-8,0.7499999999621236,0.0,-2.0235162878634583e-8,7.487012965157192e-8
1351,J-27L-50K0ms_m0.8,-26.999999975270086,-49.99999991632808,1.6268295155441592e-8,0.7999999999970194,0.0,-2.0235219722053444e-8,7.325950690528771e-8
1352,J-27L-50K0ms_m0.85,-26.999999981781457,-49.99999994874821,-4.788786611698015e-8,0.8500000000063828,0.0,-2.0234139697095088e-8,6.72200570761561e-8
1353,J-27L-50K0ms_m0.9,-26.999999977380853,-49.99999992662356,-3.0306601672691613e-9,0.9000000000010053,0.0,-2.0236640807524964e-8,7.155927406188313e-8
1354,J-27L-50K0ms_m0.95,-26.999999983882986,-49.9999999590255,-6.729049495390882e-8,0.9500000000047769,7.105427357601002e-15,-2.0234857345258206e-8,7.29876941107932e-8
1355,J-27L-50K0ms_m1.0,-26.999999982495268,-49.999999951988855,-5.272761427477235e-8,1.0,-7.105427357601002e-15,-2.0233642317180056e-8,6.964489784877514e-8
1356,J-27L-50K300ms_m0.6,-27.00000002636422,-50.0000000962504,299.9999999428419,0.6000000000257864,0.0,1.366138491221136e-8,-3.3659091513982276e-8
1357,J-27L-50K300ms_m0.65,-27.00000002603825,-50.00000009438193,299.99999994777124,0.6500000000426952,0.0,1.3659573028235172e-8,-4.1621831314841984e-8
1358,J-27L-50K300ms_m0.7,-27.00000002164866,-50.00000007222951,299.9999999930983,0.7000000000201563,0.0,1.36571216557968e-8,-3.742667331607663e-8
1359,J-27L-50K300ms_m0.75,-27.000000021507937,-50.00000007134875,299.9999999957458,0.7499999999621236,7.105427357601002e-15,1.3658379316439095e-8,-4.521564278547885e-8
1360,J-27L-50K300ms_m0.8,-27.00000001326466,-50.00000002997733,300.0000000792639,0.7999999999970194,7.105427357601002e-15,1.365830826216552e-8,-4.682624421548098e-8
1361,J-27L-50K300ms_m0.85,-27.000000019575587,-50.000000061395156,300.00000001711226,0.849999999998599,7.105427357601002e-15,1.3660041986440774e-8,-4.236869699525414e-8
1362,J-27L-50K300ms_m0.9,-27.000000015503375,-50.0000000409125,300.0000000586855,0.9000000000065753,0.0,1.3657960096224997e-8,-3.732310460691224e-8
1363,J-27L-50K300ms_m0.95,-27.000000021792285,-50.0000000722482,299.99999999655813,0.9500000000006396,3.552713678800501e-15,1.3659544606525742e-8,-4.409628218127182e-8
1364,J-27L-50K300ms_m1.0,-27.000000020489836,-50.00000006563809,300.0000000102681,1.0,0.0,1.3659686715072894e-8,-4.3790066683868645e-8
1365,J-27L-50K600ms_m0.6,-27.00000007858705,-50.00000021589494,600.0000002544309,0.6000000000670466,0.0,4.755590055083303e-8,-1.734294983180007e-7
1366,J-27L-50K600ms_m0.65,-27.000000076128742,-50.00000020336495,600.0000002806835,0.6500000000426952,0.0,4.756257254712182e-8,-1.5965986221999628e-7
1367,J-27L-50K600ms_m0.7,-27.00000012478918,-50.00000044646288,599.9999997955106,0.7000000000201563,0.0,4.7551054649375146e-8,-1.4991974239819683e-7
1368,J-27L-50K600ms_m0.75,-27.000000177698553,-50.00000071083252,599.999999267657,0.7499999999621236,0.0,4.7558934568314726e-8,-1.7242405192519072e-7
1369,J-27L-50K600ms_m0.8,-27.000000116405204,-50.00000040421071,599.9999998816758,0.7999999999970194,2.842170943040401e-14,4.754475924073631e-8,-1.8275056845595827e-7
1370,J-27L-50K600ms_m0.85,-27.00000017576616,-50.00000070087867,599.9999992890234,0.849999999998599,-2.842170943040401e-14,4.7544872927574033e-8,-1.3693761502509005e-7
1371,J-27L-50K600ms_m0.9,-27.000000189377346,-50.0000007688127,599.9999991537636,0.9000000000065753,2.842170943040401e-14,4.755180782467505e-8,-1.9198000700271223e-7
1372,J-27L-50K600ms_m0.95,-27.000000089566157,-50.000000269648126,600.0000001526366,0.9500000000006396,-2.842170943040401e-14,4.7542769721076183e-8,-1.4589363672712352e-7
1373,J-27L-50K600ms_m1.0,-27.00000010594701,-50.00000035145456,599.9999999895135,1.0,0.0,4.755248994570138e-8,-1.5349314708146267e-7
1374,J-27L-40K0ms_m0.6,-26.99999999127172,-39.99999999304572,-1.2177942210200854e-7,0.5999999999762742,0.0,-2.6760758942145912e-8,1.0526456151183086e-7
1375,J-27L-40K0ms_m0.65,-26.999999990945753,-39.99999999117739,-1.1685000345096341e-7,0.6499999999845872,0.0,-2.676613064522826e-8,9.8938983228436e-8
1376,J-27L-40K0ms_m0.7,-26.999999986556162,-39.99999996902494,-7.152280545597023e-8,0.6999999999527647,0.0,-2.6774941375151684e-8,1.0170182918045614e-7
1377,J-27L-40K0ms_m0.75,-26.99999999153303,-39.999999993732104,-1.2005124006009282e-7,0.7500000000394863,0.0,-2.676758015240921e-8,1.0699274355374658e-7
1378,J-27L-40K0ms_m0.8,-26.99999998073099,-39.99999993956675,-1.0945377937332523e-8,0.7999999999970193,0.0,-2.67647664031756e-8,1.0006981909782554e-7
1379,J-27L-40K0ms_m0.85,-26.999999987041917,-39.99999997098462,-7.309716210102124e-8,0.849999999998599,0.0,-2.6763927962747402e-8,1.0452715315523167e-7
1380,J-27L-40K0ms_m0.9,-26.99999998275645,-39.999999949435676,-2.9391280520485452e-8,0.8999999999972919,0.0,-2.676681276625459e-8,1.0045045684137222e-7
1381,J-27L-40K0ms_m0.95,-26.99999998917329,-39.999999981411065,-9.279805901485361e-8,0.949999999996502,0.0,-2.676351584796066e-8,1.0170875164305929e-7
1382,J-27L-40K0ms_m1.0,-26.99999998795616,-39.999999975227524,-7.994130157840118e-8,1.0,0.0,-2.6763828486764396e-8,9.635287767650882e-8
1383,J-27L-40K300ms_m0.6,-26.99999999925204,-39.99999998919667,300.0000000459206,0.6000000000257864,0.0,7.1284773639490595e-9,-2.6145528408960672e-8
1384,J-27L-40K300ms_m0.65,-26.999999998926157,-39.99999998732855,300.0000000508499,0.6500000000426952,0.0,7.128008405743458e-9,-2.7559906357055297e-8
1385,J-27L-40K300ms_m0.7,-26.9999999945365,-39.99999996517587,300.0000000961772,0.7000000000201563,-3.552713678800501e-15,7.12518755108249e-9,-2.5513202217553044e-8
1386,J-27L-40K300ms_m0.75,-26.999999994395797,-39.999999964295164,300.00000009882467,0.7499999999621236,-3.552713678800501e-15,7.126594425699295e-9,-2.399127652097377e-8
1387,J-27L-40K300ms_m0.8,-27.000000003835872,-40.00000001134056,300.000000005509,0.7999999999970194,-7.105427357601002e-15,7.127297863007698e-9,-1.8774528598441975e-8
1388,J-27L-40K300ms_m0.85,-26.999999992463422,-39.999999954341604,300.00000012019086,0.849999999998599,7.105427357601002e-15,7.127582080102002e-9,-2.7386079182178946e-8
1389,J-27L-40K300ms_m0.9,-26.999999988391252,-39.99999993385903,300.00000016176426,0.9000000000065753,0.0,7.1284063096754835e-9,-2.4591201963630738e-8
1390,J-27L-40K300ms_m0.95,-26.999999994680106,-39.99999996519461,300.0000000996368,0.9500000000006396,3.552713678800501e-15,7.129465018351766e-9,-2.696486944842036e-8
1391,J-27L-40K300ms_m1.0,-26.999999993377685,-39.999999958584496,300.00000011334674,1.0,0.0,7.126203627194627e-9,-2.0928837329847738e-8
1392,J-27L-40K600ms_m0.6,-26.999999886477553,-39.999999446719585,600.0000010302927,0.6000000000257864,0.0,4.1011006146618456e-8,-1.4571810424968135e-7
1393,J-27L-40K600ms_m0.65,-26.999999886151556,-39.99999944485114,600.0000010352223,0.6500000000426952,0.0,4.100724027011893e-8,-1.3802582543576136e-7
1394,J-27L-40K600ms_m0.7,-26.999999934811996,-39.99999968794867,600.0000005500491,0.7000000000201563,0.0,4.1004639683706046e-8,-1.397457936036517e-7
1395,J-27L-40K600ms_m0.75,-26.999999987721367,-39.99999995231843,600.0000000221961,0.7499999999621236,0.0,4.101582362636691e-8,-1.4424142591451528e-7
1396,J-27L-40K600ms_m0.8,-26.999999926428018,-39.99999964569662,600.0000006362144,0.7999999999970194,0.0,4.100654393823788e-8,-1.2990994946449064e-7
1397,J-27L-40K600ms_m0.85,-26.99999998578903,-39.99999994236492,600.0000000435623,0.849999999998599,0.0,4.101484307739156e-8,-1.4303202533483272e-7
1398,J-27L-40K600ms_m0.9,-26.99999999940016,-40.00000001029895,599.9999999083021,0.9000000000065753,0.0,4.1012398810380546e-8,-1.5551040632999502e-7
1399,J-27L-40K600ms_m0.95,-26.99999989958897,-39.999999511134206,600.0000009071757,0.9500000000006396,0.0,4.1006089190886996e-8,-1.4216527688404312e-7
