index,Parameter Name,Paper,a1,a2,a3,a4,a5,a6,a7,a8,Gamma1,Gamma2,Gamma3,Gamma4,u0,u1,u2,u3,u31,u32,u33,u34,y0,y3,y31,y32,y33,y34,
2779,J-29L-40K500ms_m0.65,20221115,500,58.72686721,0,-3050.838585,3095.750375,0,0,0,0.3333333333,0.6666666667,0,0,500,58.72686721,176.1806016,0,-8135.569559,8255.334332,0,0,0,0,0,0,0,0,
2780,J-29L-40K500ms_m0.7,20221115,500,46.74179227,0,-3050.838585,3139.106721,0,0,0,0.3333333333,0.6666666667,0,0,500,46.74179227,140.2253768,0,-8135.569559,8370.951255,0,0,0,0,0,0,0,0,
2781,J-29L-40K500ms_m0.75,20221115,500,36.35472732,0,-3050.838585,3176.682221,0,0,0,0.3333333333,0.6666666667,0,0,500,36.35472732,109.064182,0,-8135.569559,8471.152588,0,0,0,0,0,0,0,0,
2782,J-29L-40K500ms_m0.8,20221115,500,27.26604549,0,-3050.838585,3209.560783,0,0,0,0.3333333333,0.6666666667,0,0,500,27.26604549,81.79813648,0,-8135.569559,8558.828755,0,0,0,0,0,0,0,0,
2783,J-29L-40K500ms_m0.85,20221115,500,19.24662035,-9.908924103,-3050.838585,3238.571279,0,0,0,0.3333333333,0.6666666667,0,0,500,19.24662035,57.73986104,0,-8135.569559,8636.190078,0,0,0,0,0,0,0,0,
2784,J-29L-40K500ms_m0.9,20221115,500,12.11824244,-8.995923996,-3050.838585,3264.358387,0,0,0,0.3333333333,0.6666666667,0,0,500,12.11824244,36.35472732,0,-8135.569559,8704.955699,0,0,0,0,0,0,0,0,
2785,J-29L-40K500ms_m0.95,20221115,500,5.740220104,-7.495031357,-3050.838585,3287.431062,0,0,0,0.3333333333,0.6666666667,0,0,500,5.740220104,17.22066031,0,-8135.569559,8766.482833,0,0,0,0,0,0,0,0,
2786,J-29L-40K500ms_m1.0,20221115,500,0,-6.050310135,-3050.838585,3308.19647,0,0,0,0.3333333333,0.6666666667,0,0,500,0,0,0,-8135.569559,8821.857254,0,0,0,0,0,0,0,0,
2787,J-29L-30K100ms_m0.6,20221115,-937.5,72.70945465,20.2022934,2129.83071,-1620.237308,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,72.70945465,218.1283639,0,5679.54856,-4320.63282,0,0,0,0,0,0,0,0,
2788,J-29L-30K100ms_m0.65,20221115,-937.5,58.72686721,20.89694977,2129.83071,-1569.654904,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,58.72686721,176.1806016,0,5679.54856,-4185.746411,0,0,0,0,0,0,0,0,
2789,J-29L-30K100ms_m0.7,20221115,-937.5,46.74179227,21.58664703,2129.83071,-1526.298558,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,46.74179227,140.2253768,0,5679.54856,-4070.129488,0,0,0,0,0,0,0,0,
2790,J-29L-30K100ms_m0.75,20221115,-937.5,36.35472732,21.41880035,2129.83071,-1488.723058,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,36.35472732,109.064182,0,5679.54856,-3969.928155,0,0,0,0,0,0,0,0,
2791,J-29L-30K100ms_m0.8,20221115,-937.5,27.26604549,22.03716278,2129.83071,-1455.844496,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,27.26604549,81.79813648,0,5679.54856,-3882.251988,0,0,0,0,0,0,0,0,
2792,J-29L-30K100ms_m0.85,20221115,-937.5,19.24662035,22.64636993,2129.83071,-1426.833999,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,19.24662035,57.73986104,0,5679.54856,-3804.890665,0,0,0,0,0,0,0,0,
2793,J-29L-30K100ms_m0.9,20221115,-937.5,12.11824244,23.24642181,2129.83071,-1401.046892,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,12.11824244,36.35472732,0,5679.54856,-3736.125044,0,0,0,0,0,0,0,0,
2794,J-29L-30K100ms_m0.95,20221115,-937.5,5.740220104,23.83693695,2129.83071,-1377.974216,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,5.740220104,17.22066031,0,5679.54856,-3674.59791,0,0,0,0,0,0,0,0,
2795,J-29L-30K100ms_m1.0,20221115,-937.5,0,24.41905975,2129.83071,-1357.208808,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,0,0,0,5679.54856,-3619.223489,0,0,0,0,0,0,0,0,
2796,J-29L-30K200ms_m0.6,20221115,-625,72.70945465,10.77760696,978.5708668,-559.9179262,0,0,0,0.3333333333,0.6666666667,0,0,-625,72.70945465,218.1283639,0,2609.522312,-1493.11447,0,0,0,0,0,0,0,0,
2797,J-29L-30K200ms_m0.65,20221115,-625,58.72686721,11.01125717,978.5708668,-509.3355225,0,0,0,0.3333333333,0.6666666667,0,0,-625,58.72686721,176.1806016,0,2609.522312,-1358.22806,0,0,0,0,0,0,0,0,
2798,J-29L-30K200ms_m0.7,20221115,-625,46.74179227,11.90504074,978.5708668,-465.9791764,0,0,0,0.3333333333,0.6666666667,0,0,-625,46.74179227,140.2253768,0,2609.522312,-1242.611137,0,0,0,0,0,0,0,0,
2799,J-29L-30K200ms_m0.75,20221115,-625,36.35472732,12.77498245,978.5708668,-428.4036765,0,0,0,0.3333333333,0.6666666667,0,0,-625,36.35472732,109.064182,0,2609.522312,-1142.409804,0,0,0,0,0,0,0,0,
2800,J-29L-30K200ms_m0.8,20221115,-625,27.26604549,13.62146378,978.5708668,-395.5251141,0,0,0,0.3333333333,0.6666666667,0,0,-625,27.26604549,81.79813648,0,2609.522312,-1054.733638,0,0,0,0,0,0,0,0,
2801,J-29L-30K200ms_m0.85,20221115,-625,19.24662035,14.44543839,978.5708668,-366.5146178,0,0,0,0.3333333333,0.6666666667,0,0,-625,19.24662035,57.73986104,0,2609.522312,-977.3723142,0,0,0,0,0,0,0,0,
2802,J-29L-30K200ms_m0.9,20221115,-625,12.11824244,15.24843216,978.5708668,-340.72751,0,0,0,0.3333333333,0.6666666667,0,0,-625,12.11824244,36.35472732,0,2609.522312,-908.6066935,0,0,0,0,0,0,0,0,
2803,J-29L-30K200ms_m0.95,20221115,-625,5.740220104,16.03158951,978.5708668,-317.6548347,0,0,0,0.3333333333,0.6666666667,0,0,-625,5.740220104,17.22066031,0,2609.522312,-847.0795591,0,0,0,0,0,0,0,0,
2804,J-29L-30K200ms_m1.0,20221115,-625,0,16.79643631,978.5708668,-296.8894268,0,0,0,0.3333333333,0.6666666667,0,0,-625,0,0,0,2609.522312,-791.7051382,0,0,0,0,0,0,0,0,
2805,J-29L-30K400ms_m0.6,20221115,3.55E-13,72.70945465,-5.878744125,-1323.94882,1560.720837,0,0,0,0.3333333333,0.6666666667,0,0,3.55E-13,72.70945465,218.1283639,0,-3530.530186,4161.922231,0,0,0,0,0,0,0,0,
2806,J-29L-30K400ms_m0.65,20221115,-3.55E-13,58.72686721,-4.426941872,-1323.94882,1611.30324,0,0,0,0.3333333333,0.6666666667,0,0,-3.55E-13,58.72686721,176.1806016,0,-3530.530186,4296.808641,0,0,0,0,0,0,0,0,
2807,J-29L-30K400ms_m0.7,20221115,0,46.74179227,-3.041110039,-1323.94882,1654.659587,0,0,0,0.3333333333,0.6666666667,0,0,0,46.74179227,140.2253768,0,-3530.530186,4412.425564,0,0,0,0,0,0,0,0,
2808,J-29L-30K400ms_m0.75,20221115,-1.78E-13,36.35472732,-1.715705395,-1323.94882,1692.235086,0,0,0,0.3333333333,0.6666666667,0,0,-1.78E-13,36.35472732,109.064182,0,-3530.530186,4512.626897,0,0,0,0,0,0,0,0,
2809,J-29L-30K400ms_m0.8,20221115,3.55E-13,27.26604549,-0.4454022646,-1323.94882,1725.113649,0,0,0,0.3333333333,0.6666666667,0,0,3.55E-13,27.26604549,81.79813648,0,-3530.530186,4600.303064,0,0,0,0,0,0,0,0,
2810,J-29L-30K400ms_m0.85,20221115,-1.78E-13,19.24662035,1.582696438,-1323.94882,1754.124145,0,0,0,0.3333333333,0.6666666667,0,0,-1.78E-13,19.24662035,57.73986104,0,-3530.530186,4677.664387,0,0,0,0,0,0,0,0,
2811,J-29L-30K400ms_m0.9,20221115,-1.78E-13,12.11824244,2.829709053,-1323.94882,1779.911253,0,0,0,0.3333333333,0.6666666667,0,0,-1.78E-13,12.11824244,36.35472732,0,-3530.530186,4746.430008,0,0,0,0,0,0,0,0,
2812,J-29L-30K400ms_m0.95,20221115,1.78E-13,5.740220104,4.039349556,-1323.94882,1802.983928,0,0,0,0.3333333333,0.6666666667,0,0,1.78E-13,5.740220104,17.22066031,0,-3530.530186,4807.957142,0,0,0,0,0,0,0,0,
2813,J-29L-30K400ms_m1.0,20221115,0,0,5.216302872,-1323.94882,1823.749336,0,0,0,0.3333333333,0.6666666667,0,0,0,0,0,0,-3530.530186,4863.331563,0,0,0,0,0,0,0,0,
2814,J-29L-30K500ms_m0.6,20221115,312.5,72.70945465,0,-2475.208663,2621.040218,0,0,0,0.3333333333,0.6666666667,0,0,312.5,72.70945465,218.1283639,0,-6600.556435,6989.440582,0,0,0,0,0,0,0,0,
2815,J-29L-30K500ms_m0.65,20221115,312.5,58.72686721,0,-2475.208663,2671.622622,0,0,0,0.3333333333,0.6666666667,0,0,312.5,58.72686721,176.1806016,0,-6600.556435,7124.326992,0,0,0,0,0,0,0,0,
2816,J-29L-30K500ms_m0.7,20221115,312.5,46.74179227,-9.452161789,-2475.208663,2714.978968,0,0,0,0.3333333333,0.6666666667,0,0,312.5,46.74179227,140.2253768,0,-6600.556435,7239.943915,0,0,0,0,0,0,0,0,
2817,J-29L-30K500ms_m0.75,20221115,312.5,36.35472732,-7.164869308,-2475.208663,2752.554468,0,0,0,0.3333333333,0.6666666667,0,0,312.5,36.35472732,109.064182,0,-6600.556435,7340.145248,0,0,0,0,0,0,0,0,
2818,J-29L-30K500ms_m0.8,20221115,312.5,27.26604549,-5.622205734,-2475.208663,2785.43303,0,0,0,0.3333333333,0.6666666667,0,0,312.5,27.26604549,81.79813648,0,-6600.556435,7427.821414,0,0,0,0,0,0,0,0,
2819,J-29L-30K500ms_m0.85,20221115,312.5,19.24662035,-4.139885902,-2475.208663,2814.443527,0,0,0,0.3333333333,0.6666666667,0,0,312.5,19.24662035,57.73986104,0,-6600.556435,7505.182738,0,0,0,0,0,0,0,0,
2820,J-29L-30K500ms_m0.9,20221115,312.5,12.11824244,-2.710852623,-2475.208663,2840.230634,0,0,0,0.3333333333,0.6666666667,0,0,312.5,12.11824244,36.35472732,0,-6600.556435,7573.948358,0,0,0,0,0,0,0,0,
2821,J-29L-30K500ms_m0.95,20221115,312.5,5.740220104,-1.328918934,-2475.208663,2863.30331,0,0,0,0.3333333333,0.6666666667,0,0,312.5,5.740220104,17.22066031,0,-6600.556435,7635.475493,0,0,0,0,0,0,0,0,
2822,J-29L-30K500ms_m1.0,20221115,312.5,0,0.01177066937,-2475.208663,2884.068718,0,0,0,0.3333333333,0.6666666667,0,0,312.5,0,0,0,-6600.556435,7690.849914,0,0,0,0,0,0,0,0,
2823,J-29L-20K100ms_m0.6,20221115,-1125,72.70945465,32.66147614,2705.460632,-2044.36506,0,0,0,0.3333333333,0.6666666667,0,0,-1125,72.70945465,218.1283639,0,7214.561685,-5451.640161,0,0,0,0,0,0,0,0,
2824,J-29L-20K100ms_m0.65,20221115,-1125,58.72686721,33.06659698,2705.460632,-1993.782657,0,0,0,0.3333333333,0.6666666667,0,0,-1125,58.72686721,176.1806016,0,7214.561685,-5316.753751,0,0,0,0,0,0,0,0,
2825,J-29L-20K100ms_m0.7,20221115,-1125,46.74179227,33.48506927,2705.460632,-1950.42631,0,0,0,0.3333333333,0.6666666667,0,0,-1125,46.74179227,140.2253768,0,7214.561685,-5201.136828,0,0,0,0,0,0,0,0,
2826,J-29L-20K100ms_m0.75,20221115,-1125,36.35472732,33.91078949,2705.460632,-1912.850811,0,0,0,0.3333333333,0.6666666667,0,0,-1125,36.35472732,109.064182,0,7214.561685,-5100.935495,0,0,0,0,0,0,0,0,
2827,J-29L-20K100ms_m0.8,20221115,-1125,27.26604549,34.34070587,2705.460632,-1879.972248,0,0,0,0.3333333333,0.6666666667,0,0,-1125,27.26604549,81.79813648,0,7214.561685,-5013.259328,0,0,0,0,0,0,0,0,
2828,J-29L-20K100ms_m0.85,20221115,-1125,19.24662035,33.84174347,2705.460632,-1850.961752,0,0,0,0.3333333333,0.6666666667,0,0,-1125,19.24662035,57.73986104,0,7214.561685,-4935.898005,0,0,0,0,0,0,0,0,
2829,J-29L-20K100ms_m0.9,20221115,-1125,12.11824244,34.22092438,2705.460632,-1825.174644,0,0,0,0.3333333333,0.6666666667,0,0,-1125,12.11824244,36.35472732,0,7214.561685,-4867.132384,0,0,0,0,0,0,0,0,
2830,J-29L-20K100ms_m0.95,20221115,-1125,5.740220104,34.59934235,2705.460632,-1802.101969,0,0,0,0.3333333333,0.6666666667,0,0,-1125,5.740220104,17.22066031,0,7214.561685,-4805.60525,0,0,0,0,0,0,0,0,
2831,J-29L-20K100ms_m1.0,20221115,-1125,0,34.97623444,2705.460632,-1781.336561,0,0,0,0.3333333333,0.6666666667,0,0,-1125,0,0,0,7214.561685,-4750.230829,0,0,0,0,0,0,0,0,
2832,J-29L-20K200ms_m0.6,20221115,-812.5,72.70945465,21.81209564,1554.200788,-984.0456788,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,72.70945465,218.1283639,0,4144.535436,-2624.12181,0,0,0,0,0,0,0,0,
2833,J-29L-20K200ms_m0.65,20221115,-812.5,58.72686721,22.49912262,1554.200788,-933.4632751,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,58.72686721,176.1806016,0,4144.535436,-2489.2354,0,0,0,0,0,0,0,0,
2834,J-29L-20K200ms_m0.7,20221115,-812.5,46.74179227,23.17890167,1554.200788,-890.106929,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,46.74179227,140.2253768,0,4144.535436,-2373.618477,0,0,0,0,0,0,0,0,
2835,J-29L-20K200ms_m0.75,20221115,-812.5,36.35472732,23.03813934,1554.200788,-852.5314291,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,36.35472732,109.064182,0,4144.535436,-2273.417144,0,0,0,0,0,0,0,0,
2836,J-29L-20K200ms_m0.8,20221115,-812.5,27.26604549,23.64505768,1554.200788,-819.6528667,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,27.26604549,81.79813648,0,4144.535436,-2185.740978,0,0,0,0,0,0,0,0,
2837,J-29L-20K200ms_m0.85,20221115,-812.5,19.24662035,24.24129486,1554.200788,-790.6423704,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,19.24662035,57.73986104,0,4144.535436,-2108.379654,0,0,0,0,0,0,0,0,
2838,J-29L-20K200ms_m0.9,20221115,-812.5,12.11824244,24.82685089,1554.200788,-764.8552626,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,12.11824244,36.35472732,0,4144.535436,-2039.614034,0,0,0,0,0,0,0,0,
2839,J-29L-20K200ms_m0.95,20221115,-812.5,5.740220104,25.40210724,1554.200788,-741.7825873,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,5.740220104,17.22066031,0,4144.535436,-1978.086899,0,0,0,0,0,0,0,0,
2840,J-29L-20K200ms_m1.0,20221115,-812.5,0,25.9670639,1554.200788,-721.0171794,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,0,0,0,4144.535436,-1922.712478,0,0,0,0,0,0,0,0,
2841,J-29L-20K400ms_m0.6,20221115,-187.5,72.70945465,3.069796562,-748.3188982,1136.593084,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,72.70945465,218.1283639,0,-1995.517062,3030.914891,0,0,0,0,0,0,0,0,
2842,J-29L-20K400ms_m0.65,20221115,-187.5,58.72686721,4.247822762,-748.3188982,1187.175488,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,58.72686721,176.1806016,0,-1995.517062,3165.801301,0,0,0,0,0,0,0,0,
2843,J-29L-20K400ms_m0.7,20221115,-187.5,46.74179227,5.379476547,-748.3188982,1230.531834,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,46.74179227,140.2253768,0,-1995.517062,3281.418224,0,0,0,0,0,0,0,0,
2844,J-29L-20K400ms_m0.75,20221115,-187.5,36.35472732,6.467523575,-748.3188982,1268.107334,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,36.35472732,109.064182,0,-1995.517062,3381.619557,0,0,0,0,0,0,0,0,
2845,J-29L-20K400ms_m0.8,20221115,-187.5,27.26604549,7.515039444,-748.3188982,1300.985896,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,27.26604549,81.79813648,0,-1995.517062,3469.295723,0,0,0,0,0,0,0,0,
2846,J-29L-20K400ms_m0.85,20221115,-187.5,19.24662035,8.525075912,-748.3188982,1329.996393,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,19.24662035,57.73986104,0,-1995.517062,3546.657047,0,0,0,0,0,0,0,0,
2847,J-29L-20K400ms_m0.9,20221115,-187.5,12.11824244,9.500875473,-748.3188982,1355.7835,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,12.11824244,36.35472732,0,-1995.517062,3615.422668,0,0,0,0,0,0,0,0,
2848,J-29L-20K400ms_m0.95,20221115,-187.5,5.740220104,10.4451561,-748.3188982,1378.856176,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,5.740220104,17.22066031,0,-1995.517062,3676.949802,0,0,0,0,0,0,0,0,
2849,J-29L-20K400ms_m1.0,20221115,-187.5,0,12.22280502,-748.3188982,1399.621584,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,0,0,0,-1995.517062,3732.324223,0,0,0,0,0,0,0,0,
2850,J-29L-20K500ms_m0.6,20221115,125,72.70945465,-4.631314278,-1899.578741,2196.912466,0,0,0,0.3333333333,0.6666666667,0,0,125,72.70945465,218.1283639,0,-5065.543311,5858.433242,0,0,0,0,0,0,0,0,
2851,J-29L-20K500ms_m0.65,20221115,125,58.72686721,-3.193745613,-1899.578741,2247.494869,0,0,0,0.3333333333,0.6666666667,0,0,125,58.72686721,176.1806016,0,-5065.543311,5993.319652,0,0,0,0,0,0,0,0,
2852,J-29L-20K500ms_m0.7,20221115,125,46.74179227,-1.823709011,-1899.578741,2290.851215,0,0,0,0.3333333333,0.6666666667,0,0,125,46.74179227,140.2253768,0,-5065.543311,6108.936574,0,0,0,0,0,0,0,0,
2853,J-29L-20K500ms_m0.75,20221115,125,36.35472732,-0.5154079199,-1899.578741,2328.426715,0,0,0,0.3333333333,0.6666666667,0,0,125,36.35472732,109.064182,0,-5065.543311,6209.137908,0,0,0,0,0,0,0,0,
2854,J-29L-20K500ms_m0.8,20221115,125,27.26604549,0.7367098331,-1899.578741,2361.305278,0,0,0,0.3333333333,0.6666666667,0,0,125,27.26604549,81.79813648,0,-5065.543311,6296.814074,0,0,0,0,0,0,0,0,
2855,J-29L-20K500ms_m0.85,20221115,125,19.24662035,1.93767786,-1899.578741,2390.315774,0,0,0,0.3333333333,0.6666666667,0,0,125,19.24662035,57.73986104,0,-5065.543311,6374.175397,0,0,0,0,0,0,0,0,
2856,J-29L-20K500ms_m0.9,20221115,125,12.11824244,3.912367821,-1899.578741,2416.102882,0,0,0,0.3333333333,0.6666666667,0,0,125,12.11824244,36.35472732,0,-5065.543311,6442.941018,0,0,0,0,0,0,0,0,
2857,J-29L-20K500ms_m0.95,20221115,125,5.740220104,5.097093582,-1899.578741,2439.175557,0,0,0,0.3333333333,0.6666666667,0,0,125,5.740220104,17.22066031,0,-5065.543311,6504.468153,0,0,0,0,0,0,0,0,
2858,J-29L-20K500ms_m1.0,20221115,125,0,6.248273849,-1899.578741,2459.940965,0,0,0,0.3333333333,0.6666666667,0,0,125,0,0,0,-5065.543311,6559.842573,0,0,0,0,0,0,0,0,
2859,J-29L-10K100ms_m0.6,20221115,-1312.5,72.70945465,47.11174011,3281.090553,-2468.492813,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,72.70945465,218.1283639,0,8749.574809,-6582.647501,0,0,0,0,0,0,0,0,
2860,J-29L-10K100ms_m0.65,20221115,-1312.5,58.72686721,47.24983215,3281.090553,-2417.910409,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,58.72686721,176.1806016,0,8749.574809,-6447.761091,0,0,0,0,0,0,0,0,
2861,J-29L-10K100ms_m0.7,20221115,-1312.5,46.74179227,47.41691589,3281.090553,-2374.554063,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,46.74179227,140.2253768,0,8749.574809,-6332.144168,0,0,0,0,0,0,0,0,
2862,J-29L-10K100ms_m0.75,20221115,-1312.5,36.35472732,47.604599,3281.090553,-2336.978563,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,36.35472732,109.064182,0,8749.574809,-6231.942835,0,0,0,0,0,0,0,0,
2863,J-29L-10K100ms_m0.8,20221115,-1312.5,27.26604549,47.80906677,3281.090553,-2304.100001,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,27.26604549,81.79813648,0,8749.574809,-6144.266669,0,0,0,0,0,0,0,0,
2864,J-29L-10K100ms_m0.85,20221115,-1312.5,19.24662035,48.02497864,3281.090553,-2275.089504,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,19.24662035,57.73986104,0,8749.574809,-6066.905345,0,0,0,0,0,0,0,0,
2865,J-29L-10K100ms_m0.9,20221115,-1312.5,12.11824244,48.25080872,3281.090553,-2249.302397,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,12.11824244,36.35472732,0,8749.574809,-5998.139725,0,0,0,0,0,0,0,0,
2866,J-29L-10K100ms_m0.95,20221115,-1312.5,5.740220104,47.42530823,3281.090553,-2226.229721,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,5.740220104,17.22066031,0,8749.574809,-5936.61259,0,0,0,0,0,0,0,0,
2867,J-29L-10K100ms_m1.0,20221115,-1312.5,0,47.60688782,3281.090553,-2205.464313,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,0,0,0,8749.574809,-5881.238169,0,0,0,0,0,0,0,0,
2868,J-29L-10K200ms_m0.6,20221115,-1000,72.70945465,34.53983307,2129.83071,-1408.173431,0,0,0,0.3333333333,0.6666666667,0,0,-1000,72.70945465,218.1283639,0,5679.54856,-3755.12915,0,0,0,0,0,0,0,0,
2869,J-29L-10K200ms_m0.65,20221115,-1000,58.72686721,34.94686127,2129.83071,-1357.591028,0,0,0,0.3333333333,0.6666666667,0,0,-1000,58.72686721,176.1806016,0,5679.54856,-3620.24274,0,0,0,0,0,0,0,0,
2870,J-29L-10K200ms_m0.7,20221115,-1000,46.74179227,35.36495209,2129.83071,-1314.234682,0,0,0,0.3333333333,0.6666666667,0,0,-1000,46.74179227,140.2253768,0,5679.54856,-3504.625818,0,0,0,0,0,0,0,0,
2871,J-29L-10K200ms_m0.75,20221115,-1000,36.35472732,35.78914642,2129.83071,-1276.659182,0,0,0,0.3333333333,0.6666666667,0,0,-1000,36.35472732,109.064182,0,5679.54856,-3404.424485,0,0,0,0,0,0,0,0,
2872,J-29L-10K200ms_m0.8,20221115,-1000,27.26604549,36.21562958,2129.83071,-1243.780619,0,0,0,0.3333333333,0.6666666667,0,0,-1000,27.26604549,81.79813648,0,5679.54856,-3316.748318,0,0,0,0,0,0,0,0,
2873,J-29L-10K200ms_m0.85,20221115,-1000,19.24662035,35.74375153,2129.83071,-1214.770123,0,0,0,0.3333333333,0.6666666667,0,0,-1000,19.24662035,57.73986104,0,5679.54856,-3239.386995,0,0,0,0,0,0,0,0,
2874,J-29L-10K200ms_m0.9,20221115,-1000,12.11824244,36.11721039,2129.83071,-1188.983015,0,0,0,0.3333333333,0.6666666667,0,0,-1000,12.11824244,36.35472732,0,5679.54856,-3170.621374,0,0,0,0,0,0,0,0,
2875,J-29L-10K200ms_m0.95,20221115,-1000,5.740220104,36.48799896,2129.83071,-1165.91034,0,0,0,0.3333333333,0.6666666667,0,0,-1000,5.740220104,17.22066031,0,5679.54856,-3109.09424,0,0,0,0,0,0,0,0,
2876,J-29L-10K200ms_m1.0,20221115,-1000,0,36.85688019,2129.83071,-1145.144932,0,0,0,0.3333333333,0.6666666667,0,0,-1000,0,0,0,5679.54856,-3053.719819,0,0,0,0,0,0,0,0,
2877,J-29L-10K400ms_m0.6,20221115,-375,72.70945465,13.90356064,-172.6889765,712.4653316,0,0,0,0.3333333333,0.6666666667,0,0,-375,72.70945465,218.1283639,0,-460.5039373,1899.907551,0,0,0,0,0,0,0,0,
2878,J-29L-10K400ms_m0.65,20221115,-375,58.72686721,14.86448288,-172.6889765,763.0477353,0,0,0,0.3333333333,0.6666666667,0,0,-375,58.72686721,176.1806016,0,-460.5039373,2034.793961,0,0,0,0,0,0,0,0,
2879,J-29L-10K400ms_m0.7,20221115,-375,46.74179227,15.06933212,-172.6889765,806.4040814,0,0,0,0.3333333333,0.6666666667,0,0,-375,46.74179227,140.2253768,0,-460.5039373,2150.410884,0,0,0,0,0,0,0,0,
2880,J-29L-10K400ms_m0.75,20221115,-375,36.35472732,15.9188652,-172.6889765,843.9795813,0,0,0,0.3333333333,0.6666666667,0,0,-375,36.35472732,109.064182,0,-460.5039373,2250.612217,0,0,0,0,0,0,0,0,
2881,J-29L-10K400ms_m0.8,20221115,-375,27.26604549,16.7416954,-172.6889765,876.8581437,0,0,0,0.3333333333,0.6666666667,0,0,-375,27.26604549,81.79813648,0,-460.5039373,2338.288383,0,0,0,0,0,0,0,0,
2882,J-29L-10K400ms_m0.85,20221115,-375,19.24662035,17.5393486,-172.6889765,905.8686399,0,0,0,0.3333333333,0.6666666667,0,0,-375,19.24662035,57.73986104,0,-460.5039373,2415.649707,0,0,0,0,0,0,0,0,
2883,J-29L-10K400ms_m0.9,20221115,-375,12.11824244,18.31354141,-172.6889765,931.6557477,0,0,0,0.3333333333,0.6666666667,0,0,-375,12.11824244,36.35472732,0,-460.5039373,2484.415327,0,0,0,0,0,0,0,0,
2884,J-29L-10K400ms_m0.95,20221115,-375,5.740220104,19.06599045,-172.6889765,954.7284231,0,0,0,0.3333333333,0.6666666667,0,0,-375,5.740220104,17.22066031,0,-460.5039373,2545.942462,0,0,0,0,0,0,0,0,
2885,J-29L-10K400ms_m1.0,20221115,-375,0,19.79793549,-172.6889765,975.493831,0,0,0,0.3333333333,0.6666666667,0,0,-375,0,0,0,-460.5039373,2601.316883,0,0,0,0,0,0,0,0,
2886,J-29L-10K500ms_m0.6,20221115,-62.5,72.70945465,4.628911018,-1323.94882,1772.784713,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,72.70945465,218.1283639,0,-3530.530186,4727.425901,0,0,0,0,0,0,0,0,
2887,J-29L-10K500ms_m0.65,20221115,-62.5,58.72686721,5.800905228,-1323.94882,1823.367117,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,58.72686721,176.1806016,0,-3530.530186,4862.312311,0,0,0,0,0,0,0,0,
2888,J-29L-10K500ms_m0.7,20221115,-62.5,46.74179227,6.924619675,-1323.94882,1866.723463,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,46.74179227,140.2253768,0,-3530.530186,4977.929234,0,0,0,0,0,0,0,0,
2889,J-29L-10K500ms_m0.75,20221115,-62.5,36.35472732,8.003129959,-1323.94882,1904.298963,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,36.35472732,109.064182,0,-3530.530186,5078.130567,0,0,0,0,0,0,0,0,
2890,J-29L-10K500ms_m0.8,20221115,-62.5,27.26604549,9.039773941,-1323.94882,1937.177525,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,27.26604549,81.79813648,0,-3530.530186,5165.806734,0,0,0,0,0,0,0,0,
2891,J-29L-10K500ms_m0.85,20221115,-62.5,19.24662035,10.03774643,-1323.94882,1966.188021,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,19.24662035,57.73986104,0,-3530.530186,5243.168057,0,0,0,0,0,0,0,0,
