index,Parameter Name,Paper,a1,a2,a3,a4,a5,a6,a7,a8,Gamma1,Gamma2,Gamma3,Gamma4,u0,u1,u2,u3,u31,u32,u33,u34,y0,y3,y31,y32,y33,y34,
1,YBZ1,Yamamoto1988,-330.154,26.25,20.68,0,0,0,0,500,0,0,0,0,-349,67.61,37.39,2000,0,0,0,0,-0.108,0,0,0,0,0,
2,YBZ2,Yamamoto1988,-375.1485,26.25,15.35,0,0,0,0,750,0,0,0,0,-391.8,56.95,48.05,3000,0,0,0,0,-0.085,0,0,0,0,0,
3,YBZ3,Yamamoto1988,-237.0044,26.25,32.96,0,0,0,0,0,0,0,0,0,-265.7,92.17,12.83,0,0,0,0,0,-0.216,0,0,0,0,0,
4,YBZ4,Yamamoto1988,-224.98125,26.25,25.335,0,0,0,0,0,0,0,0,0,-253.5,76.92,28.08,0,0,0,0,0,-0.225,0,0,0,0,0,
5,YBZ5,Yamamoto1988,-298.11615,0,11.57,0,0,0,0,500,0,0,0,0,-315.3,23.14,-23.14,2000,0,0,0,0,-0.109,0,0,0,0,0,
6,YBZ6,Yamamoto1988,-352.2873,45,27.7,0,0,0,0,500,0,0,0,0,-372.2,100.4,79.6,2000,0,0,0,0,-0.107,0,0,0,0,0,
7,SKSH1,Fernandez1989,-176.5,2.075,-18.9375,0,0,0,0,0,0,0,0,0,-176.5,-35.8,44.1,0,0,0,0,0,0,0,0,0,0,0,
8,SKSH2,Fernandez1989,-290,0.35,10.675,0,0,0,0,462.5,0,0,0,0,-290,21.7,-20.3,1850,0,0,0,0,0,0,0,0,0,0,
9,LY1,Lanskoy1997,-465.2424,16.25,12.875,488.29725,0,0,0,0,0.3333333333,0,0,0,-476,42,23,0,1514.1,0,0,0,-0.0452,0,-0.28,0,0,0,Julich A
10,LY2,Lanskoy1997,-478.84597,42,28,438.1249725,0,0,0,0,0.3333333333,0,0,0,-422.3,98,70,0,1219.3,0,0,0,0.2678,0,-0.0836,0,0,0,Julich B
11,LY3,Lanskoy1997,-617.44392,21.5,47.25,729.0510694,0,0,0,0,0.3333333333,0,0,0,-622.8,116,-30,0,1880.3,0,0,0,-0.0172,0,0.0679,0,0,0,Nijmegen F
12,LY4,Lanskoy1997,-500.89025,16,20,548.4113363,0,0,0,0,0.3333333333,0,0,0,-542.5,56,8,0,1387.9,0,0,0,-0.1534,0,0.1074,0,0,0,Nijmegen Soft Core
13,HPL1,Guleria2012,-290.0019575,16.01075,28.308125,527.4135096,0,0,0,0,1,0,0,0,-326.395,72.627,-8.584,0,1746.041,0,0,0,-0.223,0,-0.389,0,0,0,
14,HPL2,Guleria2012,-302.759122,23.72025,29.852875,514.2630225,0,0,0,0,1,0,0,0,-399.946,83.426,11.455,0,2046.818,0,0,0,-0.486,0,-0.66,0,0,0,
15,HPL3,Guleria2012,-375.88031,21.051,22.076,290.533986,0,0,0,0,0.3333333333,0,0,0,-498.515,65.203,19.001,0,995.832,0,0,0,-0.492,0,-0.444,0,0,0,
16,HPL4,Guleria2012,-392.3568,19.542,39.758,329.009901,0,0,0,0,0.3333333333,0,0,0,-475.584,99.058,-20.89,0,1375.172,0,0,0,-0.35,0,-0.724,0,0,0,
17,NL1,Guleria2012,-326.8145825,15.885525,65.6204375,784.498633,0,0,0,0,1,0,0,0,-253.325,147.1264,-83.5843,0,1684.9876,0,0,0,0.5802,0,0.4831,0,0,0,
18,OL1,Guleria2012,-251.6183814,0.9973,57.93655,460.2575564,0,0,0,0,1,0,0,0,-236.5835,116.8704,-112.8812,0,1453.3493,0,0,0,0.1271,0,-0.311,0,0,0,
19,NL2,Guleria2012,-482.524048,15.5293,33.28255,516.0810012,0,0,0,0,0.3333333333,0,0,0,-518.62,82.0944,-19.9772,0,1190.1894,0,0,0,-0.1392,0,0.3126,0,0,0,
20,OL2,Guleria2012,-337.2570829,-0.428925,0.9874625,296.6699671,0,0,0,0,0.3333333333,0,0,0,-417.7593,1.546,-3.2617,0,1102.2221,0,0,0,-0.3854,0,-0.5645,0,0,0,
21,KIDS0,Choi2022,-479.6340386,13.9328575,28.41357125,364.6181339,535.4925491,51.32503792,8.833330133,0,0.3333333333,0.6666666667,1,1.333333333,-160.95264,70.76,-15.02857,0,-422.21514,373.02533,248.20334,-304.90644,3.95994,0,-6.60578,5.65621,-0.89714,-2.15451,
22,KIDSA,Choi2022,-463.476442,22.4515875,36.25025625,422.7912966,27.00823526,434.8000083,197.1993844,0,0.3333333333,0.6666666667,1,1.333333333,-128.81502,94.9521,-5.14575,0,-398.48003,265.4796,276.00074,-298.23538,5.196,0,-7.65872,-1.45742,6.40191,-5.52651,
23,KIDSB,Choi2022,-480.3512415,11.08816,22.80575,438.1290691,461.7067398,-6.151862133,46.64142898,0,0.3333333333,0.6666666667,1,1.333333333,-169.22118,56.69966,-12.34702,0,-371.23408,222.62548,220.71935,-114.46241,3.6772,0,-8.29438,9.06089,-2.14865,-4.17324,
24,KIDSC,Choi2022,-485.2674297,19.61938,33.048665,327.3918329,490.7424233,355.1427579,-230.2415115,0,0.3333333333,0.6666666667,1,1.333333333,-125.07505,85.71671,-7.23919,0,-231.60546,276.2606,208.07528,-299.70071,5.75962,0,-9.53907,7.474,7.10293,2.09727,
25,KIDSD,Choi2022,-461.7017418,16.0195025,29.90321875,239.041601,770.6854627,-92.8728711,-74.47774679,0,0.3333333333,0.6666666667,1,1.333333333,-125.94104,75.82594,-11.74793,0,-206.39651,359.13476,190.90642,-270.48269,5.33203,0,-8.17689,9.44507,-4.59458,-0.53146,
26,LY1_a3zero,Lanskoy1997,-465.2424,16.25,0,488.29725,0,0,0,0,0.3333333333,0,0,0,-476,16.25,48.75,0,1514.1,0,0,0,-0.0452,0,-0.28,0,0,0,
27,GKW2_medium,Nara2022,-968.125,0,0,1639.394017,-453.8166953,0,0,0,0.3333333333,0.6666666667,0,0,-968.125,0,0,0,4371.717378,-1210.177854,0,0,0,0,0,0,0,0,
28,GKW3_medium,Nara2022,-500.625,0,0,1.842015749,1068.801937,0,0,0,0.3333333333,0.6666666667,0,0,-500.625,0,0,0,4.912041998,2850.138497,0,0,0,0,0,0,0,0,
29,GKW2+MD1_medium,my parameter,-0.9047262227,32.29388211,0,-1356.399196,1712.927077,0,0,0,0.3333333333,0.6666666667,0,0,-0.9047262227,32.29388211,96.88164632,0,-3617.064524,4567.805539,0,0,0,0,0,0,0,0,
30,GKW3+MD2_medium,my parameter,-90.81915637,35.98159235,0,-1295.820234,1948.097257,0,0,0,0.3333333333,0.6666666667,0,0,-90.81915637,35.98159235,107.944777,0,-3455.520625,5194.926019,0,0,0,0,0,0,0,0,
31,GKW3+MD3_medium,my parameter,-1.051619608,40.95591467,0,-1546.724213,2101.27533,0,0,0,0.3333333333,0.6666666667,0,0,-1.051619608,40.95591467,122.867744,0,-4124.597901,5603.400881,0,0,0,0,0,0,0,0,
32,GKW2_medium(rho1.5),my parameter,-352.2083744,0,0,-356.948624,1143.164978,0,0,0,0.3333333333,0.6666666667,0,0,-352.2083744,0,0,0,-951.8629975,3048.439943,0,0,0,0,0,0,0,0,
33,GKW3_medium(rho1.5),my parameter,-388.2767987,0,0,-405.6723347,1427.781557,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,0,0,0,-1081.792893,3807.417485,0,0,0,0,0,0,0,0,
34,GKW2_medium(rho1.5)+Kohno2(k1.0),my parameter,-352.2083744,40.84151607,0,-356.948624,995.4196441,0,0,0,0.3333333333,0.6666666667,0,0,-352.2083744,40.84151607,122.5245482,0,-951.8629973,2654.452384,0,0,0,0,0,0,0,0,
35,GKW3_medium(rho1.5)+Kohno3(k1.0),my parameter,-388.2767987,53.53651325,0,-405.6723347,1234.111713,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,53.53651325,160.6095397,0,-1081.792893,3290.964568,0,0,0,0,0,0,0,0,
36,GKW3_medium(rho1.5)_a3L30,20221019,-388.2767987,0,30,-405.6723347,1427.781557,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,60,-60,0,-1081.792893,3807.417485,0,0,0,0,0,0,0,0,
37,GKW3_medium(rho1.5)_a3L60,20221019,-388.2767987,0,60,-405.6723347,1427.781557,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,120,-120,0,-1081.792893,3807.417485,0,0,0,0,0,0,0,0,
38,GKW3_medium(rho1.5)_a3L90,20221019,-388.2767987,0,90,-405.6723347,1427.781557,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,180,-180,0,-1081.792893,3807.417485,0,0,0,0,0,0,0,0,
39,GKW3_medium(rho1.5)+Kohno3(k1.0)_a3L30,20221019,-388.2767987,53.53651325,30,-405.6723347,1234.111713,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,113.5365132,100.6095397,0,-1081.792893,3290.964568,0,0,0,0,0,0,0,0,
40,GKW3_medium(rho1.5)+Kohno3(k1.0)_a3L60,20221019,-388.2767987,53.53651325,60,-405.6723347,1234.111713,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,173.5365132,40.60953975,0,-1081.792893,3290.964568,0,0,0,0,0,0,0,0,
41,GKW3_medium(rho1.5)+Kohno3(k1.0)_a3L90,20221019,-388.2767987,53.53651325,90,-405.6723347,1234.111713,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,233.5365132,-19.39046025,0,-1081.792893,3290.964568,0,0,0,0,0,0,0,0,
42,GKW2_medium(rho1.5)+Kohno2(k1.5),20221021,-352.208,39.35048,0,-356.949,1000.813,0,0,0,0.3333333333,0.6666666667,0,0,-352.208,39.35048,118.05144,0,-951.864,2668.834667,0,0,0,0,0,0,0,0,
43,GKW3_medium(rho1.5)+Kohno3(k1.5),20221021,-388.277,47.27866,0,-405.672,1256.75,0,0,0,0.3333333333,0.6666666667,0,0,-388.277,47.27866,141.83598,0,-1081.792,3351.333333,0,0,0,0,0,0,0,0,
44,GKW3_medium(rho1.5)+Kohno3(k1.5)_a3L30,20221021,-388.277,47.27866,30,-405.672,1256.75,0,0,0,0.3333333333,0.6666666667,0,0,-388.277,107.27866,81.83598,0,-1081.792,3351.333333,0,0,0,0,0,0,0,0,
45,GKW3_medium(rho1.5)+Kohno3(k1.5)_a3L60,20221021,-388.277,47.27866,60,-405.672,1256.75,0,0,0,0.3333333333,0.6666666667,0,0,-388.277,167.27866,21.83598,0,-1081.792,3351.333333,0,0,0,0,0,0,0,0,
46,GKW3_medium(rho1.5)+Kohno3(k1.5)_a3L90,20221021,-388.277,47.27866,90,-405.672,1256.75,0,0,0,0.3333333333,0.6666666667,0,0,-388.277,227.27866,-38.16402,0,-1081.792,3351.333333,0,0,0,0,0,0,0,0,
47,GKW2_medium(rho1.5)_a3tuned,20221101,-352.2083744,0,56.26625061,-356.948624,1143.164978,0,0,0,0.3333333333,0.6666666667,0,0,-352.2083744,112.5325012,-112.5325012,0,-951.8629975,3048.439943,0,0,0,0,0,0,0,0,
48,GKW3_medium(rho1.5)_a3tuned,20221101,-388.2767987,0,40.52986145,-405.6723347,1427.781557,0,0,0,0.3333333333,0.6666666667,0,0,-388.2767987,81.0597229,-81.0597229,0,-1081.792893,3807.417485,0,0,0,0,0,0,0,0,
49,GKW2_medium(rho1.5)+Kohno2(k1.5)_a3tuned,22021101,-352.208,39.35048,52.35771179,-356.949,1000.813,0,0,0,0.3333333333,0.6666666667,0,0,-352.208,144.0659036,13.33601642,0,-951.864,2668.834667,0,0,0,0,0,0,0,0,
50,GKW3_medium(rho1.5)+Kohno3(k1.5)_a3tuned,22021101,-388.277,47.27866,37.71785736,-405.672,1256.75,0,0,0,0.3333333333,0.6666666667,0,0,-388.277,122.7143747,66.40026528,0,-1081.792,3351.333333,0,0,0,0,0,0,0,0,
51,J-33L-50K0ms_m0.6,20221111,-1125,72.70945465,56.52641296,2820.586616,-2341.254487,0,0,0,0.3333333333,0.6666666667,0,0,-1125,185.7622806,105.075538,0,7521.56431,-6243.345299,0,0,0,0,0,0,0,0,
52,J-33L-50K0ms_m0.65,20221111,-1125,58.72686721,57.01927185,2820.586616,-2290.672083,0,0,0,0.3333333333,0.6666666667,0,0,-1125,172.7654109,62.14205794,0,7521.56431,-6108.458889,0,0,0,0,0,0,0,0,
53,J-33L-50K0ms_m0.7,20221111,-1125,46.74179227,57.53349304,2820.586616,-2247.315737,0,0,0,0.3333333333,0.6666666667,0,0,-1125,161.8087784,25.15839073,0,7521.56431,-5992.841966,0,0,0,0,0,0,0,0,
54,J-33L-50K0ms_m0.75,20221111,-1125,36.35472732,57.07572937,2820.586616,-2209.740237,0,0,0,0.3333333333,0.6666666667,0,0,-1125,150.5061861,-5.087276772,0,7521.56431,-5892.640633,0,0,0,0,0,0,0,0,
55,J-33L-50K0ms_m0.8,20221111,-1125,27.26604549,57.53730774,2820.586616,-2176.861675,0,0,0,0.3333333333,0.6666666667,0,0,-1125,142.340661,-33.276479,0,7521.56431,-5804.964467,0,0,0,0,0,0,0,0,
56,J-33L-50K0ms_m0.85,20221111,-1125,19.24662035,58.00498962,2820.586616,-2147.851179,0,0,0,0.3333333333,0.6666666667,0,0,-1125,135.2565996,-58.27011821,0,7521.56431,-5727.603143,0,0,0,0,0,0,0,0,
57,J-33L-50K0ms_m0.9,20221111,-1125,12.11824244,58.47648621,2820.586616,-2122.064071,0,0,0,0.3333333333,0.6666666667,0,0,-1125,129.0712149,-80.59824509,0,7521.56431,-5658.837522,0,0,0,0,0,0,0,0,
58,J-33L-50K0ms_m0.95,20221111,-1125,5.740220104,58.95027161,2820.586616,-2098.991396,0,0,0,0.3333333333,0.6666666667,0,0,-1125,123.6407633,-100.6798829,0,7521.56431,-5597.310388,0,0,0,0,0,0,0,0,
59,J-33L-50K0ms_m1.0,20221111,-1125,0,59.42481995,2820.586616,-2078.225988,0,0,0,0.3333333333,0.6666666667,0,0,-1125,118.8496399,-118.8496399,0,7521.56431,-5541.935967,0,0,0,0,0,0,0,0,
60,J-33L-50K300ms_m0.6,20221111,-187.5,72.70945465,27.83969879,-633.1929138,839.7036574,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,128.3888522,162.4489664,0,-1688.514437,2239.209753,0,0,0,0,0,0,0,0,
61,J-33L-50K300ms_m0.65,20221111,-187.5,58.72686721,29.13593292,-633.1929138,890.2860611,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,116.9987331,117.9087358,0,-1688.514437,2374.096163,0,0,0,0,0,0,0,0,
62,J-33L-50K300ms_m0.7,20221111,-187.5,46.74179227,30.39096832,-633.1929138,933.6424071,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,107.5237289,79.44344017,0,-1688.514437,2489.713086,0,0,0,0,0,0,0,0,
63,J-33L-50K300ms_m0.75,20221111,-187.5,36.35472732,31.60671234,-633.1929138,971.217907,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,99.56815201,45.85075729,0,-1688.514437,2589.914419,0,0,0,0,0,0,0,0,
64,J-33L-50K300ms_m0.8,20221111,-187.5,27.26604549,32.78621674,-633.1929138,1004.096469,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,92.83847896,16.225703,0,-1688.514437,2677.590585,0,0,0,0,0,0,0,0,
65,J-33L-50K300ms_m0.85,20221111,-187.5,19.24662035,33.93215179,-633.1929138,1033.106966,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,87.11092394,-10.12444255,0,-1688.514437,2754.951909,0,0,0,0,0,0,0,0,
66,J-33L-50K300ms_m0.9,20221111,-187.5,12.11824244,35.04680634,-633.1929138,1058.894074,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,82.21185511,-33.73888535,0,-1688.514437,2823.717529,0,0,0,0,0,0,0,0,
67,J-33L-50K300ms_m0.95,20221111,-187.5,5.740220104,37.14565277,-633.1929138,1081.966749,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,80.03152565,-57.07064523,0,-1688.514437,2885.244664,0,0,0,0,0,0,0,0,
68,J-33L-50K300ms_m1.0,20221111,-187.5,0,38.31886292,-633.1929138,1102.732157,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,76.63772583,-76.63772583,0,-1688.514437,2940.619085,0,0,0,0,0,0,0,0,
69,J-33L-50K600ms_m0.6,20221111,750,72.70945465,7.498254776,-4086.972444,4020.661802,0,0,0,0.3333333333,0.6666666667,0,0,750,87.7059642,203.1318544,0,-10898.59318,10721.7648,0,0,0,0,0,0,0,0,
70,J-33L-50K600ms_m0.65,20221111,750,58.72686721,9.565105438,-4086.972444,4071.244206,0,0,0,0.3333333333,0.6666666667,0,0,750,77.85707809,157.0503908,0,-10898.59318,10856.65121,0,0,0,0,0,0,0,0,
71,J-33L-50K600ms_m0.7,20221111,750,46.74179227,12.29852676,-4086.972444,4114.600552,0,0,0,0.3333333333,0.6666666667,0,0,750,71.3388458,115.6283233,0,-10898.59318,10972.26814,0,0,0,0,0,0,0,0,
72,J-33L-50K600ms_m0.75,20221111,750,36.35472732,14.2688179,-4086.972444,4152.176051,0,0,0,0.3333333333,0.6666666667,0,0,750,64.89236313,80.52654616,0,-10898.59318,11072.46947,0,0,0,0,0,0,0,0,
73,J-33L-50K600ms_m0.8,20221111,750,27.26604549,16.16415024,-4086.972444,4185.054614,0,0,0,0.3333333333,0.6666666667,0,0,750,59.59434597,49.469836,0,-10898.59318,11160.14564,0,0,0,0,0,0,0,0,
74,J-33L-50K600ms_m0.85,20221111,750,19.24662035,17.99501419,-4086.972444,4214.06511,0,0,0,0.3333333333,0.6666666667,0,0,750,55.23664873,21.74983266,0,-10898.59318,11237.50696,0,0,0,0,0,0,0,0,
75,J-33L-50K600ms_m0.9,20221111,750,12.11824244,19.7712326,-4086.972444,4239.852218,0,0,0,0.3333333333,0.6666666667,0,0,750,51.66070765,-3.187737887,0,-10898.59318,11306.27258,0,0,0,0,0,0,0,0,
76,J-33L-50K600ms_m0.95,20221111,750,5.740220104,20.67913055,-4086.972444,4262.924893,0,0,0,0.3333333333,0.6666666667,0,0,750,47.09848121,-24.1376008,0,-10898.59318,11367.79972,0,0,0,0,0,0,0,0,
77,J-33L-50K600ms_m1.0,20221111,750,0,22.2561264,-4086.972444,4283.690301,0,0,0,0.3333333333,0.6666666667,0,0,750,44.51225281,-44.51225281,0,-10898.59318,11423.17414,0,0,0,0,0,0,0,0,
78,J-33L-40K0ms_m0.6,20221111,-1312.5,72.70945465,70.37376404,3396.216538,-2765.38224,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,213.4569827,77.38083586,0,9056.577434,-7374.352639,0,0,0,0,0,0,0,0,
79,J-33L-40K0ms_m0.65,20221111,-1312.5,58.72686721,70.57365417,3396.216538,-2714.799836,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,199.8741756,35.03329329,0,9056.577434,-7239.466229,0,0,0,0,0,0,0,0,
80,J-33L-40K0ms_m0.7,20221111,-1312.5,46.74179227,70.81016541,3396.216538,-2671.44349,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,188.3621231,-1.394953995,0,9056.577434,-7123.849306,0,0,0,0,0,0,0,0,
81,J-33L-40K0ms_m0.75,20221111,-1312.5,36.35472732,71.0749054,3396.216538,-2633.86799,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,178.5045381,-33.08562882,0,9056.577434,-7023.647973,0,0,0,0,0,0,0,0,
82,J-33L-40K0ms_m0.8,20221111,-1312.5,27.26604549,70.26313782,3396.216538,-2600.989428,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,167.7923211,-58.72813916,0,9056.577434,-6935.971807,0,0,0,0,0,0,0,0,
83,J-33L-40K0ms_m0.85,20221111,-1312.5,19.24662035,70.48286438,3396.216538,-2571.978931,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,160.2123491,-83.22586772,0,9056.577434,-6858.610484,0,0,0,0,0,0,0,0,
84,J-33L-40K0ms_m0.9,20221111,-1312.5,12.11824244,70.71479797,3396.216538,-2546.191824,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,153.5478384,-105.0748686,0,9056.577434,-6789.844863,0,0,0,0,0,0,0,0,
85,J-33L-40K0ms_m0.95,20221111,-1312.5,5.740220104,70.9551239,3396.216538,-2523.119148,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,147.6504679,-124.6895875,0,9056.577434,-6728.317728,0,0,0,0,0,0,0,0,
86,J-33L-40K0ms_m1.0,20221111,-1312.5,0,71.20307922,3396.216538,-2502.35374,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,142.4061584,-142.4061584,0,9056.577434,-6672.943307,0,0,0,0,0,0,0,0,
87,J-33L-40K300ms_m0.6,20221111,-375,72.70945465,38.17085266,-57.56299217,415.5759048,0,0,0,0.3333333333,0.6666666667,0,0,-375,149.05116,141.7866586,0,-153.5013124,1108.202413,0,0,0,0,0,0,0,0,
88,J-33L-40K300ms_m0.65,20221111,-375,58.72686721,38.46839905,-57.56299217,466.1583085,0,0,0,0.3333333333,0.6666666667,0,0,-375,135.6636653,99.24380354,0,-153.5013124,1243.088823,0,0,0,0,0,0,0,0,
89,J-33L-40K300ms_m0.7,20221111,-375,46.74179227,39.44801331,-57.56299217,509.5146545,0,0,0,0.3333333333,0.6666666667,0,0,-375,125.6378189,61.3293502,0,-153.5013124,1358.705745,0,0,0,0,0,0,0,0,
90,J-33L-40K300ms_m0.75,20221111,-375,36.35472732,40.40473938,-57.56299217,547.0901545,0,0,0,0.3333333333,0.6666666667,0,0,-375,117.1642061,28.25470321,0,-153.5013124,1458.907079,0,0,0,0,0,0,0,0,
91,J-33L-40K300ms_m0.8,20221111,-375,27.26604549,41.33857727,-57.56299217,579.9687169,0,0,0,0.3333333333,0.6666666667,0,0,-375,109.9432,-0.879018065,0,-153.5013124,1546.583245,0,0,0,0,0,0,0,0,
92,J-33L-40K300ms_m0.85,20221111,-375,19.24662035,42.2518158,-57.56299217,608.9792131,0,0,0,0.3333333333,0.6666666667,0,0,-375,103.7502519,-26.76377055,0,-153.5013124,1623.944568,0,0,0,0,0,0,0,0,
93,J-33L-40K300ms_m0.9,20221111,-375,12.11824244,43.14445496,-57.56299217,634.7663209,0,0,0,0.3333333333,0.6666666667,0,0,-375,98.40715235,-49.93418259,0,-153.5013124,1692.710189,0,0,0,0,0,0,0,0,
94,J-33L-40K300ms_m0.95,20221111,-375,5.740220104,44.01802063,-57.56299217,657.8389963,0,0,0,0.3333333333,0.6666666667,0,0,-375,93.77626136,-70.81538095,0,-153.5013124,1754.237323,0,0,0,0,0,0,0,0,
95,J-33L-40K300ms_m1.0,20221111,-375,0,45.9009552,-57.56299217,678.6044041,0,0,0,0.3333333333,0.6666666667,0,0,-375,91.8019104,-91.8019104,0,-153.5013124,1809.611744,0,0,0,0,0,0,0,0,
96,J-33L-40K600ms_m0.6,20221111,562.5,72.70945465,14.72314835,-3511.342522,3596.534049,0,0,0,0.3333333333,0.6666666667,0,0,562.5,102.1557513,188.6820672,0,-9363.580059,9590.757465,0,0,0,0,0,0,0,0,
97,J-33L-40K600ms_m0.65,20221111,562.5,58.72686721,16.53112411,-3511.342522,3647.116453,0,0,0,0.3333333333,0.6666666667,0,0,562.5,91.78911544,143.1183534,0,-9363.580059,9725.643874,0,0,0,0,0,0,0,0,
98,J-33L-40K600ms_m0.7,20221111,562.5,46.74179227,18.2538414,-3511.342522,3690.472799,0,0,0,0.3333333333,0.6666666667,0,0,562.5,83.24947507,103.717694,0,-9363.580059,9841.260797,0,0,0,0,0,0,0,0,
99,J-33L-40K600ms_m0.75,20221111,562.5,36.35472732,19.89940643,-3511.342522,3728.048299,0,0,0,0.3333333333,0.6666666667,0,0,562.5,76.15354019,69.2653691,0,-9363.580059,9941.46213,0,0,0,0,0,0,0,0,
100,J-33L-40K600ms_m0.8,20221111,562.5,27.26604549,22.31563568,-3511.342522,3760.926861,0,0,0,0.3333333333,0.6666666667,0,0,562.5,71.89731685,37.16686511,0,-9363.580059,10029.1383,0,0,0,0,0,0,0,0,
101,J-33L-40K600ms_m0.85,20221111,562.5,19.24662035,23.93268585,-3511.342522,3789.937358,0,0,0,0.3333333333,0.6666666667,0,0,562.5,67.11199205,9.874489338,0,-9363.580059,10106.49962,0,0,0,0,0,0,0,0,
102,J-33L-40K600ms_m0.9,20221111,562.5,12.11824244,25.5047226,-3511.342522,3815.724465,0,0,0,0.3333333333,0.6666666667,0,0,562.5,63.12768763,-14.65471787,0,-9363.580059,10175.26524,0,0,0,0,0,0,0,0,
103,J-33L-40K600ms_m0.95,20221111,562.5,5.740220104,27.03975677,-3511.342522,3838.797141,0,0,0,0.3333333333,0.6666666667,0,0,562.5,59.81973365,-36.85885324,0,-9363.580059,10236.79238,0,0,0,0,0,0,0,0,
104,J-33L-40K600ms_m1.0,20221111,562.5,0,28.54503632,-3511.342522,3859.562549,0,0,0,0.3333333333,0.6666666667,0,0,562.5,57.09007263,-57.09007263,0,-9363.580059,10292.1668,0,0,0,0,0,0,0,0,
105,J-33L-30K0ms_m0.6,20221111,-1500,72.70945465,86.59347534,3971.846459,-3189.509992,0,0,0,0.3333333333,0.6666666667,0,0,-1500,245.8964053,44.94141325,0,10591.59056,-8505.359979,0,0,0,0,0,0,0,0,
106,J-33L-30K0ms_m0.65,20221111,-1500,58.72686721,86.53549194,3971.846459,-3138.927589,0,0,0,0.3333333333,0.6666666667,0,0,-1500,231.7978511,3.109617754,0,10591.59056,-8370.473569,0,0,0,0,0,0,0,0,
107,J-33L-30K0ms_m0.7,20221111,-1500,46.74179227,86.52633667,3971.846459,-3095.571242,0,0,0,0.3333333333,0.6666666667,0,0,-1500,219.7944656,-32.82729652,0,10591.59056,-8254.856647,0,0,0,0,0,0,0,0,
108,J-33L-30K0ms_m0.75,20221111,-1500,36.35472732,86.55838013,3971.846459,-3057.995743,0,0,0,0.3333333333,0.6666666667,0,0,-1500,209.4714876,-64.05257829,0,10591.59056,-8154.655314,0,0,0,0,0,0,0,0,
109,J-33L-30K0ms_m0.8,20221111,-1500,27.26604549,86.62094116,3971.846459,-3025.11718,0,0,0,0.3333333333,0.6666666667,0,0,-1500,200.5079278,-91.44374585,0,10591.59056,-8066.979147,0,0,0,0,0,0,0,0,
110,J-33L-30K0ms_m0.85,20221111,-1500,19.24662035,85.43075562,3971.846459,-2996.106684,0,0,0,0.3333333333,0.6666666667,0,0,-1500,190.1081316,-113.1216502,0,10591.59056,-7989.617824,0,0,0,0,0,0,0,0,
111,J-33L-30K0ms_m0.9,20221111,-1500,12.11824244,85.44143677,3971.846459,-2970.319576,0,0,0,0.3333333333,0.6666666667,0,0,-1500,183.001116,-134.5281462,0,10591.59056,-7920.852203,0,0,0,0,0,0,0,0,
112,J-33L-30K0ms_m0.95,20221111,-1500,5.740220104,85.46737671,3971.846459,-2947.246901,0,0,0,0.3333333333,0.6666666667,0,0,-1500,176.6749735,-153.7140931,0,10591.59056,-7859.325069,0,0,0,0,0,0,0,0,
113,J-33L-30K0ms_m1.0,20221111,-1500,0,85.5039978,3971.846459,-2926.481493,0,0,0,0.3333333333,0.6666666667,0,0,-1500,171.0079956,-171.0079956,0,10591.59056,-7803.950648,0,0,0,0,0,0,0,0,
114,J-33L-30K300ms_m0.6,20221111,-562.5,72.70945465,49.192276,518.0669295,-8.551847832,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,171.0940066,119.7438119,0,1381.511812,-22.80492755,0,0,0,0,0,0,0,0,
115,J-33L-30K300ms_m0.65,20221111,-562.5,58.72686721,49.97276306,518.0669295,42.0305559,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,158.6723933,76.23507552,0,1381.511812,112.0814824,0,0,0,0,0,0,0,0,
