index,Parameter Name,a3,BE(13LamC)(MeV),BE-11.88MeV,Etot_HYP(MeV),Etot_core(MeV)
201,J-33L0K300ms_m0.9,88.779296875,11.879629670577117,-0.00037032942288384163,-101.75779677275813,-89.87816710218101
202,J-33L0K300ms_m0.95,88.974609375,11.87750259002604,-0.0024974099739605293,-101.75566969220705,-89.87816710218101
203,J-33L0K300ms_m1.0,89.072265625,11.88206193081406,0.00206193081405992,-101.76022903299507,-89.87816710218101
204,J-33L0K600ms_m0.6,51.962890625,11.881537781702903,0.0015377817029023078,-101.75970488388391,-89.87816710218101
205,J-33L0K600ms_m0.65,52.841796875,11.880030436602453,3.0436602452610373e-5,-101.75819753878346,-89.87816710218101
206,J-33L0K600ms_m0.7,53.720703125,11.876904454095751,-0.0030955459042498745,-101.75507155627676,-89.87816710218101
207,J-33L0K600ms_m0.75,54.501953125,11.879279985964772,-0.000720014035229255,-101.75744708814578,-89.87816710218101
208,J-33L0K600ms_m0.8,55.283203125,11.880453783305938,0.000453783305937705,-101.75862088548695,-89.87816710218101
209,J-33L0K600ms_m0.85,56.064453125,11.880563459779111,0.0005634597791104312,-101.75873056196012,-89.87816710218101
210,J-33L0K600ms_m0.9,56.845703125,11.87979940331185,-0.00020059668815086695,-101.75796650549286,-89.87816710218101
211,J-33L0K600ms_m0.95,57.626953125,11.878333721708543,-0.0016662782914576013,-101.75650082388955,-89.87816710218101
212,J-33L0K600ms_m1.0,58.408203125,11.876367279461107,-0.003632720538893963,-101.75453438164212,-89.87816710218101
213,J-33L10K0ms_m0.6,177.98828125,11.881890295998645,0.001890295998643765,-101.76005739817965,-89.87816710218101
214,J-33L10K0ms_m0.65,177.79296875,11.881364911871941,0.001364911871940322,-101.75953201405295,-89.87816710218101
215,J-33L10K0ms_m0.7,182.67578125,11.880071670335795,7.16703357941384e-5,-101.7582387725168,-89.87816710218101
216,J-33L10K0ms_m0.75,182.67578125,11.882032098968395,0.0020320989683941804,-101.7601992011494,-89.87816710218101
217,J-33L10K0ms_m0.8,182.87109375,11.879592582345225,-0.00040741765477569913,-101.75775968452623,-89.87816710218101
218,J-33L10K0ms_m0.85,183.06640625,11.87823075681662,-0.0017692431833804534,-101.75639785899763,-89.87816710218101
219,J-33L10K0ms_m0.9,183.26171875,11.877796327576874,-0.00220367242312669,-101.75596342975788,-89.87816710218101
220,J-33L10K0ms_m0.95,183.45703125,11.878086482153435,-0.0019135178465656821,-101.75625358433444,-89.87816710218101
221,J-33L10K0ms_m1.0,183.65234375,11.878956329077567,-0.001043670922433293,-101.75712343125858,-89.87816710218101
222,J-33L10K300ms_m0.6,105.91796875,11.881160457061895,0.0011604570618946042,-101.7593275592429,-89.87816710218101
223,J-33L10K300ms_m0.65,105.72265625,11.881019485819934,0.0010194858199330525,-101.75918658800094,-89.87816710218101
224,J-33L10K300ms_m0.7,105.52734375,11.883185787599501,0.0031857875995005003,-101.76135288978051,-89.87816710218101
225,J-33L10K300ms_m0.75,105.52734375,11.87703102264959,-0.0029689773504113504,-101.7551981248306,-89.87816710218101
226,J-33L10K300ms_m0.8,105.33203125,11.882787443120066,0.0027874431200647365,-101.76095454530108,-89.87816710218101
227,J-33L10K300ms_m0.85,105.33203125,11.879646834511917,-0.0003531654880841728,-101.75781393669293,-89.87816710218101
228,J-33L10K300ms_m0.9,105.33203125,11.877739297669365,-0.002260702330636022,-101.75590639985037,-89.87816710218101
229,J-33L10K300ms_m0.95,105.33203125,11.876948070051284,-0.003051929948716392,-101.7551151722323,-89.87816710218101
230,J-33L10K300ms_m1.0,105.33203125,11.877210980461982,-0.002789019538019133,-101.75537808264299,-89.87816710218101
231,J-33L10K600ms_m0.6,64.755859375,11.88220972807072,0.0022097280707189526,-101.76037683025173,-89.87816710218101
232,J-33L10K600ms_m0.65,65.341796875,11.882325372514671,0.002325372514670576,-101.76049247469568,-89.87816710218101
233,J-33L10K600ms_m0.7,65.927734375,11.882158113916319,0.0021581139163178165,-101.76032521609733,-89.87816710218101
234,J-33L10K600ms_m0.75,66.513671875,11.881676142587764,0.0016761425877636071,-101.75984324476877,-89.87816710218101
235,J-33L10K600ms_m0.8,67.099609375,11.880919222713459,0.0009192227134580122,-101.75908632489447,-89.87816710218101
236,J-33L10K600ms_m0.85,67.685546875,11.879927475788932,-7.252421106862528e-5,-101.75809457796994,-89.87816710218101
237,J-33L10K600ms_m0.9,68.271484375,11.878775950858582,-0.0012240491414186039,-101.75694305303959,-89.87816710218101
238,J-33L10K600ms_m0.95,68.857421875,11.877564761598805,-0.0024352384011958605,-101.75573186377981,-89.87816710218101
239,J-33L10K600ms_m1.0,69.345703125,11.883296054205786,0.0032960542057853814,-101.7614631563868,-89.87816710218101
240,J-33L20K0ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
241,J-33L20K0ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
242,J-33L20K0ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
243,J-33L20K0ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
244,J-33L20K0ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
245,J-33L20K0ms_m0.85,NaN,NaN,NaN,NaN,-89.87816710218101
246,J-33L20K0ms_m0.9,NaN,NaN,NaN,NaN,-89.87816710218101
247,J-33L20K0ms_m0.95,NaN,NaN,NaN,NaN,-89.87816710218101
248,J-33L20K0ms_m1.0,NaN,NaN,NaN,NaN,-89.87816710218101
249,J-33L20K300ms_m0.6,125.83984375,11.880508667153052,0.000508667153050979,-101.75867576933406,-89.87816710218101
250,J-33L20K300ms_m0.65,125.44921875,11.88052257089538,0.0005225708953791042,-101.75868967307639,-89.87816710218101
251,J-33L20K300ms_m0.7,125.05859375,11.883268319308996,0.0032683193089955154,-101.76143542149,-89.87816710218101
252,J-33L20K300ms_m0.75,128.37890625,11.884086065926127,0.004086065926125926,-101.76225316810714,-89.87816710218101
253,J-33L20K300ms_m0.8,128.18359375,11.881884906854694,0.0018849068546931136,-101.7600520090357,-89.87816710218101
254,J-33L20K300ms_m0.85,127.98828125,11.881295308122617,0.0012953081226161345,-101.75946241030363,-89.87816710218101
255,J-33L20K300ms_m0.9,127.79296875,11.882095878454237,0.0020958784542361997,-101.76026298063525,-89.87816710218101
256,J-33L20K300ms_m0.95,127.59765625,11.884153210205994,0.004153210205993574,-101.762320312387,-89.87816710218101
257,J-33L20K300ms_m1.0,127.59765625,11.87815736070425,-0.001842639295750459,-101.75632446288526,-89.87816710218101
258,J-33L20K600ms_m0.6,79.013671875,11.879880300153033,-0.00011969984696769131,-101.75804740233404,-89.87816710218101
259,J-33L20K600ms_m0.65,79.306640625,11.881665626682548,0.0016656266825467725,-101.75983272886356,-89.87816710218101
260,J-33L20K600ms_m0.7,79.697265625,11.878244363633968,-0.001755636366032931,-101.75641146581498,-89.87816710218101
261,J-33L20K600ms_m0.75,79.990234375,11.88156647721243,0.001566477212429973,-101.75973357939344,-89.87816710218101
262,J-33L20K600ms_m0.8,80.380859375,11.879286505638674,-0.0007134943613262834,-101.75745360781968,-89.87816710218101
263,J-33L20K600ms_m0.85,80.771484375,11.877469104330203,-0.002530895669798028,-101.75563620651121,-89.87816710218101
264,J-33L20K600ms_m0.9,81.064453125,11.882420741886534,0.0024207418865334063,-101.76058784406754,-89.87816710218101
265,J-33L20K600ms_m0.95,81.455078125,11.88155261547665,0.0015526154766494216,-101.75971971765766,-89.87816710218101
266,J-33L20K600ms_m1.0,81.845703125,11.88119084677578,0.0011908467757795194,-101.75935794895679,-89.87816710218101
267,J-32L-50K0ms_m0.6,42.6611328125,11.878414512509707,-0.0015854874902938576,-101.75658161469072,-89.87816710218101
268,J-32L-50K0ms_m0.65,43.2958984375,11.880176297419368,0.00017629741936708854,-101.75834339960038,-89.87816710218101
269,J-32L-50K0ms_m0.7,43.9794921875,11.878347283434948,-0.0016527165650526143,-101.75651438561596,-89.87816710218101
270,J-32L-50K0ms_m0.75,44.6142578125,11.879670298355322,-0.00032970164467904794,-101.75783740053633,-89.87816710218101
271,J-32L-50K0ms_m0.8,45.2490234375,11.880733115062014,0.0007331150620135674,-101.75890021724302,-89.87816710218101
272,J-32L-50K0ms_m0.85,45.8837890625,11.881529946872746,0.0015299468727452137,-101.75969704905376,-89.87816710218101
273,J-32L-50K0ms_m0.9,46.5673828125,11.878509317738505,-0.001490682261495735,-101.75667641991951,-89.87816710218101
274,J-32L-50K0ms_m0.95,47.2021484375,11.878936669489846,-0.0010633305101546142,-101.75710377167086,-89.87816710218101
275,J-32L-50K0ms_m1.0,47.8369140625,11.879312907031505,-0.0006870929684961169,-101.75748000921251,-89.87816710218101
276,J-32L-50K300ms_m0.6,16.69677734375,11.879639787148207,-0.000360212851793662,-101.75780688932922,-89.87816710218101
277,J-32L-50K300ms_m0.65,18.21044921875,11.879012521517964,-0.000987478482036508,-101.75717962369897,-89.87816710218101
278,J-32L-50K300ms_m0.7,19.65087890625,11.879407694968833,-0.0005923050311675837,-101.75757479714984,-89.87816710218101
279,J-32L-50K300ms_m0.75,21.04248046875,11.879384299077373,-0.0006157009226281929,-101.75755140125838,-89.87816710218101
