index,Parameter Name,a3,BE(13LamC)(MeV),BE-11.88MeV,Etot_HYP(MeV),Etot_core(MeV)
1064,J-29L0K300ms_m0.85,37.4365234375,11.881219084240257,0.0012190842402564073,-101.75938618642127,-89.87816710218101
1065,J-29L0K300ms_m0.9,37.8759765625,11.880293824186595,0.00029382418659373855,-101.7584609263676,-89.87816710218101
1066,J-29L0K300ms_m0.95,38.3154296875,11.879072880848057,-0.0009271191519442112,-101.75723998302907,-89.87816710218101
1067,J-29L0K300ms_m1.0,38.7060546875,11.880992698755833,0.0009926987558319667,-101.75915980093684,-89.87816710218101
1068,J-29L0K600ms_m0.6,6.0186767578125,11.879890517251852,-0.00010948274814914782,-101.75805761943286,-89.87816710218101
1069,J-29L0K600ms_m0.65,7.254638671875,11.880282526871383,0.00028252687138241583,-101.7584496290524,-89.87816710218101
1070,J-29L0K600ms_m0.7,8.438720703125,11.880246845524454,0.00024684552445286556,-101.75841394770546,-89.87816710218101
1071,J-29L0K600ms_m0.75,9.573974609375,11.879990362758278,-9.637241722870726e-6,-101.75815746493929,-89.87816710218101
1072,J-29L0K600ms_m0.8,10.660400390625,11.879944267830808,-5.5732169192523884e-5,-101.75811137001182,-89.87816710218101
1073,J-29L0K600ms_m0.85,11.710205078125,11.879551372200055,-0.00044862779994581103,-101.75771847438106,-89.87816710218101
1074,J-29L0K600ms_m0.9,12.71728515625,11.879666970828964,-0.000333029171036614,-101.75783407300997,-89.87816710218101
1075,J-29L0K600ms_m0.95,13.69384765625,11.879633097372746,-0.00036690262725436185,-101.75780019955376,-89.87816710218101
1076,J-29L0K600ms_m1.0,14.64599609375,11.879241780962232,-0.000758219037768626,-101.75740888314324,-89.87816710218101
1077,J-29L10K0ms_m0.6,96.982421875,11.878348035221464,-0.0016519647785369074,-101.75651513740247,-89.87816710218101
1078,J-29L10K0ms_m0.65,96.591796875,11.87998911812447,-1.0881875530444063e-5,-101.75815622030548,-89.87816710218101
1079,J-29L10K0ms_m0.7,96.298828125,11.87931806647667,-0.0006819335233299029,-101.75748516865768,-89.87816710218101
1080,J-29L10K0ms_m0.75,96.005859375,11.880335095641328,0.0003350956413274986,-101.75850219782234,-89.87816710218101
1081,J-29L10K0ms_m0.8,95.810546875,11.878465849110412,-0.0015341508895883038,-101.75663295129142,-89.87816710218101
1082,J-29L10K0ms_m0.85,95.517578125,11.882173025532467,0.0021730255324659,-101.76034012771348,-89.87816710218101
1083,J-29L10K0ms_m0.9,95.419921875,11.878214729948596,-0.0017852700514051634,-101.7563818321296,-89.87816710218101
1084,J-29L10K0ms_m0.95,95.224609375,11.87956760996353,-0.00043239003647066454,-101.75773471214454,-89.87816710218101
1085,J-29L10K0ms_m1.0,95.029296875,11.881767410797295,0.0017674107972940334,-101.7599345129783,-89.87816710218101
1086,J-29L10K300ms_m0.6,49.814453125,11.879754824930686,-0.0002451750693150956,-101.7579219271117,-89.87816710218101
1087,J-29L10K300ms_m0.65,50.009765625,11.87903773201667,-0.0009622679833309888,-101.75720483419768,-89.87816710218101
1088,J-29L10K300ms_m0.7,48.1787109375,12.002560433381987,0.1225604333819863,-101.880727535563,-89.87816710218101
1089,J-29L10K300ms_m0.75,48.2763671875,11.879351976404749,-0.0006480235952519564,-101.75751907858576,-89.87816710218101
1090,J-29L10K300ms_m0.8,48.5205078125,11.880271950654375,0.0002719506543744643,-101.75843905283539,-89.87816710218101
1091,J-29L10K300ms_m0.85,48.7646484375,11.881328180762239,0.0013281807622380626,-101.75949528294325,-89.87816710218101
1092,J-29L10K300ms_m0.9,49.033203125,11.880962095546366,0.0009620955463649494,-101.75912919772738,-89.87816710218101
1093,J-29L10K300ms_m0.95,49.326171875,11.879091276454744,-0.0009087235452565068,-101.75725837863575,-89.87816710218101
1094,J-29L10K300ms_m1.0,49.619140625,11.877273622063356,-0.0027263779366446528,-101.75544072424437,-89.87816710218101
1095,J-29L10K600ms_m0.6,16.64794921875,11.879312543946313,-0.0006874560536882512,-101.75747964612732,-89.87816710218101
1096,J-29L10K600ms_m0.65,17.62451171875,11.879472766941888,-0.0005272330581131968,-101.7576398691229,-89.87816710218101
1097,J-29L10K600ms_m0.7,18.55224609375,11.880374973416082,0.00037497341608094814,-101.75854207559709,-89.87816710218101
1098,J-29L10K600ms_m0.75,19.45556640625,11.880443309449532,0.00044330944953152596,-101.75861041163054,-89.87816710218101
1099,J-29L10K600ms_m0.8,20.33447265625,11.879917817134412,-8.218286558836496e-5,-101.75808491931542,-89.87816710218101
1100,J-29L10K600ms_m0.85,21.16455078125,11.880891982119337,0.0008919821193362765,-101.75905908430035,-89.87816710218101
1101,J-29L10K600ms_m0.9,21.99462890625,11.879867632798053,-0.00013236720194775842,-101.75803473497906,-89.87816710218101
1102,J-29L10K600ms_m0.95,22.77587890625,11.880841842892536,0.000841842892535638,-101.75900894507355,-89.87816710218101
1103,J-29L10K600ms_m1.0,23.55712890625,11.880222519010232,0.00022251901023118137,-101.75838962119124,-89.87816710218101
1104,J-29L20K0ms_m0.6,121.15234375,11.882401165047781,0.002401165047780651,-101.76056826722879,-89.87816710218101
1105,J-29L20K0ms_m0.65,120.76171875,11.881766644390126,0.0017666443901251938,-101.75993374657114,-89.87816710218101
1106,J-29L20K0ms_m0.7,125.05859375,11.882868802012908,0.002868802012907068,-101.76103590419392,-89.87816710218101
1107,J-29L20K0ms_m0.75,124.86328125,11.880290589596257,0.0002905895962559413,-101.75845769177727,-89.87816710218101
1108,J-29L20K0ms_m0.8,124.66796875,11.87920585963819,-0.0007941403618101361,-101.7573729618192,-89.87816710218101
1109,J-29L20K0ms_m0.85,124.47265625,11.879400018677828,-0.0005999813221730932,-101.75756712085884,-89.87816710218101
1110,J-29L20K0ms_m0.9,124.27734375,11.880640405114747,0.0006404051147459455,-101.75880750729576,-89.87816710218101
1111,J-29L20K0ms_m0.95,124.08203125,11.882782002403232,0.002782002403231232,-101.76094910458424,-89.87816710218101
1112,J-29L20K0ms_m1.0,124.08203125,11.878536241325364,-0.0014637586746371056,-101.75670334350637,-89.87816710218101
1113,J-29L20K300ms_m0.6,63.681640625,11.882581525008575,0.002581525008574559,-101.76074862718959,-89.87816710218101
1114,J-29L20K300ms_m0.65,63.681640625,11.882720735226016,0.002720735226015236,-101.76088783740703,-89.87816710218101
1115,J-29L20K300ms_m0.7,63.779296875,11.878659511931204,-0.0013404880687968301,-101.75682661411221,-89.87816710218101
1116,J-29L20K300ms_m0.75,63.779296875,11.88111881900953,0.0011188190095285933,-101.75928592119054,-89.87816710218101
1117,J-29L20K300ms_m0.8,63.876953125,11.878877059839155,-0.0011229401608456868,-101.75704416202016,-89.87816710218101
1118,J-29L20K300ms_m0.85,63.974609375,11.87734412468538,-0.0026558753146215253,-101.75551122686639,-89.87816710218101
1119,J-29L20K300ms_m0.9,63.974609375,11.882070359884523,0.0020703598845219773,-101.76023746206553,-89.87816710218101
1120,J-29L20K300ms_m0.95,64.072265625,11.881683356781338,0.0016833567813367978,-101.75985045896235,-89.87816710218101
1121,J-29L20K300ms_m1.0,64.169921875,11.88176480558137,0.0017648055813683783,-101.75993190776238,-89.87816710218101
1122,J-29L20K600ms_m0.6,28.5498046875,11.879597186367349,-0.00040281363265215475,-101.75776428854836,-89.87816710218101
1123,J-29L20K600ms_m0.65,28.4521484375,11.80727028559626,-0.07272971440374043,-101.68543738777727,-89.87816710218101
1124,J-29L20K600ms_m0.7,28.1591796875,11.87916027723871,-0.0008397227612899627,-101.75732737941972,-89.87816710218101
1125,J-29L20K600ms_m0.75,28.8427734375,11.881504231181694,0.001504231181693072,-101.7596713333627,-89.87816710218101
1126,J-29L20K600ms_m0.8,29.5751953125,11.87866343310931,-0.00133656689069106,-101.75683053529032,-89.87816710218101
1127,J-29L20K600ms_m0.85,30.2099609375,11.881298102294224,0.0012981022942231135,-101.75946520447523,-89.87816710218101
1128,J-29L20K600ms_m0.9,30.8935546875,11.878992581994225,-0.0010074180057753068,-101.75715968417524,-89.87816710218101
1129,J-29L20K600ms_m0.95,31.5283203125,11.879019766216317,-0.0009802337836841701,-101.75718686839733,-89.87816710218101
1130,J-29L20K600ms_m1.0,32.1142578125,11.881565997930053,0.0015659979300526317,-101.75973310011106,-89.87816710218101
1131,J-28L-50K0ms_m0.6,-3.9178466796875,11.87997940270236,-2.0597297639923795e-5,-101.75814650488337,-89.87816710218101
1132,J-28L-50K0ms_m0.65,-2.71392822265625,11.880034645456334,3.464545633313776e-5,-101.75820174763734,-89.87816710218101
1133,J-28L-50K0ms_m0.7,-1.55426025390625,11.880044328289628,4.432828962741553e-5,-101.75821143047064,-89.87816710218101
1134,J-28L-50K0ms_m0.75,-0.4346466064453125,11.87999448988019,-5.51011981109184e-6,-101.7581615920612,-89.87816710218101
1135,J-28L-50K0ms_m0.8,0.6479644775390625,11.879988331061824,-1.1668938176612187e-5,-101.75815543324283,-89.87816710218101
1136,J-28L-50K0ms_m0.85,1.69891357421875,11.879885937466966,-0.00011406253303469782,-101.75805303964798,-89.87816710218101
1137,J-28L-50K0ms_m0.9,2.71820068359375,11.879996342433927,-3.6575660740112426e-6,-101.75816344461494,-89.87816710218101
1138,J-28L-50K0ms_m0.95,3.7115478515625,11.880107129869515,0.00010712986951411096,-101.75827423205052,-89.87816710218101
1139,J-28L-50K0ms_m1.0,4.6820068359375,11.880232438453817,0.00023243845381593076,-101.75839954063483,-89.87816710218101
1140,J-28L-50K300ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1141,J-28L-50K300ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1142,J-28L-50K300ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1143,J-28L-50K300ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
1144,J-28L-50K300ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
1145,J-28L-50K300ms_m0.85,NaN,NaN,NaN,NaN,-89.87816710218101
1146,J-28L-50K300ms_m0.9,NaN,NaN,NaN,NaN,-89.87816710218101
1147,J-28L-50K300ms_m0.95,NaN,NaN,NaN,NaN,-89.87816710218101
1148,J-28L-50K300ms_m1.0,NaN,NaN,NaN,NaN,-89.87816710218101
1149,J-28L-50K600ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1150,J-28L-50K600ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1151,J-28L-50K600ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1152,J-28L-50K600ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
1153,J-28L-50K600ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
1154,J-28L-50K600ms_m0.85,NaN,NaN,NaN,NaN,-89.87816710218101
1155,J-28L-50K600ms_m0.9,NaN,NaN,NaN,NaN,-89.87816710218101
1156,J-28L-50K600ms_m0.95,NaN,NaN,NaN,NaN,-89.87816710218101
1157,J-28L-50K600ms_m1.0,NaN,NaN,NaN,NaN,-89.87816710218101
1158,J-28L-40K0ms_m0.6,5.6707763671875,11.879871119100855,-0.00012888089914575573,-101.75803822128186,-89.87816710218101
1159,J-28L-40K0ms_m0.65,6.558837890625,11.87984081916342,-0.00015918083658128523,-101.75800792134443,-89.87816710218101
1160,J-28L-40K0ms_m0.7,7.413330078125,11.880362793980908,0.0003627939809067726,-101.75852989616192,-89.87816710218101
1161,J-28L-40K0ms_m0.75,8.255615234375,11.879957329573728,-4.267042627326134e-5,-101.75812443175474,-89.87816710218101
1162,J-28L-40K0ms_m0.8,9.073486328125,11.87967326666228,-0.0003267333377205972,-101.75784036884329,-89.87816710218101
1163,J-28L-40K0ms_m0.85,9.866943359375,11.879672840169107,-0.0003271598308938195,-101.75783994235012,-89.87816710218101
1164,J-28L-40K0ms_m0.9,10.635986328125,11.88013735050859,0.00013735050858976194,-101.7583044526896,-89.87816710218101
1165,J-28L-40K0ms_m0.95,11.392822265625,11.880257519279468,0.0002575192794669334,-101.75842462146048,-89.87816710218101
1166,J-28L-40K0ms_m1.0,12.137451171875,11.880169182337482,0.00016918233748164369,-101.75833628451849,-89.87816710218101
1167,J-28L-40K300ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1168,J-28L-40K300ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1169,J-28L-40K300ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1170,J-28L-40K300ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
1171,J-28L-40K300ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
1172,J-28L-40K300ms_m0.85,-9.835205078125,11.879880602729855,-0.00011939727014542711,-101.75804770491087,-89.87816710218101
1173,J-28L-40K300ms_m0.9,-8.480224609375,11.879644133948148,-0.0003558660518532264,-101.75781123612916,-89.87816710218101
1174,J-28L-40K300ms_m0.95,-7.174072265625,11.879626411172723,-0.0003735888272782262,-101.75779351335373,-89.87816710218101
1175,J-28L-40K300ms_m1.0,-5.9136962890625,11.880074450403512,7.445040351150567e-5,-101.75824155258452,-89.87816710218101
1176,J-28L-40K600ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1177,J-28L-40K600ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1178,J-28L-40K600ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1179,J-28L-40K600ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
1180,J-28L-40K600ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
1181,J-28L-40K600ms_m0.85,NaN,NaN,NaN,NaN,-89.87816710218101
1182,J-28L-40K600ms_m0.9,NaN,NaN,NaN,NaN,-89.87816710218101
1183,J-28L-40K600ms_m0.95,NaN,NaN,NaN,NaN,-89.87816710218101
1184,J-28L-40K600ms_m1.0,NaN,NaN,NaN,NaN,-89.87816710218101
1185,J-28L-30K0ms_m0.6,16.91650390625,11.880625518069877,0.0006255180698762075,-101.75879262025089,-89.87816710218101
1186,J-28L-30K0ms_m0.65,17.50244140625,11.880503440944594,0.0005034409445929811,-101.7586705431256,-89.87816710218101
1187,J-28L-30K0ms_m0.7,18.08837890625,11.879796400415273,-0.00020359958472759843,-101.75796350259628,-89.87816710218101
1188,J-28L-30K0ms_m0.75,18.64990234375,11.880156441058077,0.0001564410580758846,-101.75832354323909,-89.87816710218101
1189,J-28L-30K0ms_m0.8,19.21142578125,11.879873859735923,-0.00012614026407753443,-101.75804096191693,-89.87816710218101
1190,J-28L-30K0ms_m0.85,19.74853515625,11.880702571098197,0.0007025710981967137,-101.75886967327921,-89.87816710218101
1191,J-28L-30K0ms_m0.9,20.31005859375,11.879141414051318,-0.0008585859486824887,-101.75730851623233,-89.87816710218101
1192,J-28L-30K0ms_m0.95,20.82275390625,11.88061008812818,0.000610088128178532,-101.75877719030919,-89.87816710218101
1193,J-28L-30K0ms_m1.0,21.35986328125,11.879759317960165,-0.00024068203983595993,-101.75792642014117,-89.87816710218101
1194,J-28L-30K300ms_m0.6,-9.554443359375,11.879781641906249,-0.0002183580937522578,-101.75794874408726,-89.87816710218101
1195,J-28L-30K300ms_m0.65,-8.162841796875,11.880463968501104,0.00046396850110319576,-101.75863107068211,-89.87816710218101
1196,J-28L-30K300ms_m0.7,-6.820068359375,11.879702023431818,-0.00029797656818253415,-101.75786912561283,-89.87816710218101
1197,J-28L-30K300ms_m0.75,-5.5474853515625,11.879887418275288,-0.00011258172471251271,-101.7580545204563,-89.87816710218101
1198,J-28L-30K300ms_m0.8,-4.3267822265625,11.88004371878526,4.3718785258661796e-5,-101.75821082096627,-89.87816710218101
1199,J-28L-30K300ms_m0.85,-3.1488037109375,11.879840870560344,-0.00015912943965723514,-101.75800797274135,-89.87816710218101
1200,J-28L-30K300ms_m0.9,-2.01507568359375,11.879880130745704,-0.000119869254296745,-101.75804723292671,-89.87816710218101
1201,J-28L-30K300ms_m0.95,-0.918731689453125,11.879928411205697,-7.158879430413378e-5,-101.7580955133867,-89.87816710218101
1202,J-28L-30K300ms_m1.0,0.14471054077148438,11.880001133473655,1.133473654491013e-6,-101.75816823565467,-89.87816710218101
1203,J-28L-30K600ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1204,J-28L-30K600ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1205,J-28L-30K600ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1206,J-28L-30K600ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
1207,J-28L-30K600ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
1208,J-28L-30K600ms_m0.85,NaN,NaN,NaN,NaN,-89.87816710218101
1209,J-28L-30K600ms_m0.9,NaN,NaN,NaN,NaN,-89.87816710218101
1210,J-28L-30K600ms_m0.95,NaN,NaN,NaN,NaN,-89.87816710218101
1211,J-28L-30K600ms_m1.0,NaN,NaN,NaN,NaN,-89.87816710218101
1212,J-28L-20K0ms_m0.6,30.0634765625,11.879319635257445,-0.0006803647425552839,-101.75748673743846,-89.87816710218101
1213,J-28L-20K0ms_m0.65,30.3564453125,11.879677803796824,-0.00032219620317697206,-101.75784490597783,-89.87816710218101
1214,J-28L-20K0ms_m0.7,30.6494140625,11.880592307875048,0.000592307875047382,-101.75875941005606,-89.87816710218101
1215,J-28L-20K0ms_m0.75,30.9912109375,11.878747045156672,-0.0012529548433288795,-101.75691414733768,-89.87816710218101
1216,J-28L-20K0ms_m0.8,31.2841796875,11.880271546286608,0.00027154628660674973,-101.75843864846762,-89.87816710218101
1217,J-28L-20K0ms_m0.85,31.6259765625,11.878758114690356,-0.0012418853096445304,-101.75692521687137,-89.87816710218101
1218,J-28L-20K0ms_m0.9,31.9189453125,11.880549280934261,0.0005492809342602101,-101.75871638311527,-89.87816710218101
1219,J-28L-20K0ms_m0.95,32.2607421875,11.879148827428068,-0.000851172571932679,-101.75731592960908,-89.87816710218101
1220,J-28L-20K0ms_m1.0,32.5537109375,11.881076899891255,0.0010768998912542571,-101.75924400207226,-89.87816710218101
1221,J-28L-20K300ms_m0.6,-0.33603668212890625,11.879990614579782,-9.385420218777085e-6,-101.75815771676079,-89.87816710218101
1222,J-28L-20K300ms_m0.65,0.776519775390625,11.879988703734753,-1.129626524765115e-5,-101.75815580591576,-89.87816710218101
1223,J-28L-20K300ms_m0.7,1.84234619140625,11.879946283148726,-5.371685127464332e-5,-101.75811338532974,-89.87816710218101
1224,J-28L-20K300ms_m0.75,2.86468505859375,11.879995380688854,-4.6193111469250425e-6,-101.75816248286986,-89.87816710218101
1225,J-28L-20K300ms_m0.8,3.8519287109375,11.87977008940966,-0.00022991059034005445,-101.75793719159067,-89.87816710218101
1226,J-28L-20K300ms_m0.85,4.7979736328125,11.880093460966378,9.346096637763424e-5,-101.75826056314739,-89.87816710218101
1227,J-28L-20K300ms_m0.9,5.7196044921875,11.879880123341508,-0.00011987665849311213,-101.75804722552252,-89.87816710218101
1228,J-28L-20K300ms_m0.95,6.607666015625,11.880159234673357,0.00015923467335632324,-101.75832633685437,-89.87816710218101
1229,J-28L-20K300ms_m1.0,7.474365234375,11.880177217133024,0.0001772171330234329,-101.75834431931403,-89.87816710218101
1230,J-28L-20K600ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1231,J-28L-20K600ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1232,J-28L-20K600ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1233,J-28L-20K600ms_m0.75,NaN,NaN,NaN,NaN,-89.87816710218101
1234,J-28L-20K600ms_m0.8,NaN,NaN,NaN,NaN,-89.87816710218101
1235,J-28L-20K600ms_m0.85,NaN,NaN,NaN,NaN,-89.87816710218101
1236,J-28L-20K600ms_m0.9,NaN,NaN,NaN,NaN,-89.87816710218101
1237,J-28L-20K600ms_m0.95,NaN,NaN,NaN,NaN,-89.87816710218101
1238,J-28L-20K600ms_m1.0,-9.505615234375,11.879803291122144,-0.00019670887785672164,-101.75797039330315,-89.87816710218101
1239,J-28L-10K0ms_m0.6,45.2978515625,11.879225324952301,-0.0007746750476993469,-101.75739242713331,-89.87816710218101
1240,J-28L-10K0ms_m0.65,45.3466796875,11.878721242185577,-0.00127875781442377,-101.75688834436659,-89.87816710218101
1241,J-28L-10K0ms_m0.7,45.3955078125,11.879583591678838,-0.00041640832116307536,-101.75775069385985,-89.87816710218101
1242,J-28L-10K0ms_m0.75,45.4931640625,11.878728641163207,-0.0012713588367940787,-101.75689574334422,-89.87816710218101
1243,J-28L-10K0ms_m0.8,45.5908203125,11.878740624623774,-0.001259375376227112,-101.75690772680478,-89.87816710218101
1244,J-28L-10K0ms_m0.85,45.6884765625,11.879468809325303,-0.0005311906746978678,-101.75763591150631,-89.87816710218101
1245,J-28L-10K0ms_m0.9,45.7861328125,11.880817397583286,0.0008173975832850289,-101.7589844997643,-89.87816710218101
1246,J-28L-10K0ms_m0.95,45.9326171875,11.879774073960547,-0.00022592603945348344,-101.75794117614156,-89.87816710218101
1247,J-28L-10K0ms_m1.0,46.0791015625,11.879164074240805,-0.000835925759195888,-101.75733117642181,-89.87816710218101
1248,J-28L-10K300ms_m0.6,10.257568359375,11.879558773856402,-0.0004412261435984277,-101.75772587603741,-89.87816710218101
1249,J-28L-10K300ms_m0.65,11.087646484375,11.879615102693663,-0.0003848973063380612,-101.75778220487467,-89.87816710218101
1250,J-28L-10K300ms_m0.7,11.881103515625,11.88027440178493,0.00027440178492987854,-101.75844150396594,-89.87816710218101
1251,J-28L-10K300ms_m0.75,12.66845703125,11.879427357862994,-0.0005726421370066959,-101.757594460044,-89.87816710218101
1252,J-28L-10K300ms_m0.8,13.40087890625,11.880856523539919,0.0008565235399178306,-101.75902362572093,-89.87816710218101
1253,J-28L-10K300ms_m0.85,14.13330078125,11.880600154962593,0.0006001549625924696,-101.7587672571436,-89.87816710218101
1254,J-28L-10K300ms_m0.9,14.84130859375,11.880659257027673,0.0006592570276726661,-101.75882635920868,-89.87816710218101
1255,J-28L-10K300ms_m0.95,15.54931640625,11.87929818874693,-0.0007018112530712273,-101.75746529092794,-89.87816710218101
1256,J-28L-10K300ms_m1.0,16.20849609375,11.880445590459644,0.00044559045964298605,-101.75861269264065,-89.87816710218101
1257,J-28L-10K600ms_m0.6,NaN,NaN,NaN,NaN,-89.87816710218101
1258,J-28L-10K600ms_m0.65,NaN,NaN,NaN,NaN,-89.87816710218101
1259,J-28L-10K600ms_m0.7,NaN,NaN,NaN,NaN,-89.87816710218101
1260,J-28L-10K600ms_m0.75,-9.676513671875,11.879484794012058,-0.0005152059879431903,-101.75765189619307,-89.87816710218101
1261,J-28L-10K600ms_m0.8,-8.309326171875,11.880484020446332,0.0004840204463310016,-101.75865112262734,-89.87816710218101
1262,J-28L-10K600ms_m0.85,-6.990966796875,11.880501110519305,0.0005011105193037935,-101.75866821270031,-89.87816710218101
1263,J-28L-10K600ms_m0.9,-5.7183837890625,11.879818053905097,-0.00018194609490329583,-101.75798515608611,-89.87816710218101
1264,J-28L-10K600ms_m0.95,-4.5037841796875,11.880079064744677,7.906474467667124e-5,-101.75824616692569,-89.87816710218101
1265,J-28L-10K600ms_m1.0,-3.3258056640625,11.879835972054877,-0.00016402794512337948,-101.75800307423589,-89.87816710218101
1266,J-28L0K0ms_m0.6,62.900390625,11.880263840068764,0.00026384006876334354,-101.75843094224977,-89.87816710218101
1267,J-28L0K0ms_m0.65,62.705078125,11.881097881195998,0.0010978811959976298,-101.75926498337701,-89.87816710218101
1268,J-28L0K0ms_m0.7,62.607421875,11.878844654298646,-0.0011553457013544488,-101.75701175647966,-89.87816710218101
1269,J-28L0K0ms_m0.75,62.509765625,11.878128293538836,-0.001871706461164635,-101.75629539571985,-89.87816710218101
1270,J-28L0K0ms_m0.8,62.412109375,11.87869716352472,-0.0013028364752809551,-101.75686426570573,-89.87816710218101
1271,J-28L0K0ms_m0.85,62.314453125,11.880380564194652,0.0003805641946517113,-101.75854766637566,-89.87816710218101
1272,J-28L0K0ms_m0.9,62.314453125,11.877850416216077,-0.002149583783923603,-101.75601751839709,-89.87816710218101
1273,J-28L0K0ms_m0.95,62.216796875,11.881286339830993,0.0012863398309921337,-101.759453442012,-89.87816710218101
1274,J-28L0K0ms_m1.0,62.216796875,11.880235150265236,0.0002351502652349069,-101.75840225244625,-89.87816710218101
1275,J-28L0K300ms_m0.6,22.33642578125,11.88026742370981,0.00026742370980947783,-101.75843452589082,-89.87816710218101
1276,J-28L0K300ms_m0.65,22.89794921875,11.880001923358918,1.9233589174660892e-6,-101.75816902553993,-89.87816710218101
1277,J-28L0K300ms_m0.7,23.43505859375,11.880703934091557,0.0007039340915557801,-101.75887103627257,-89.87816710218101
1278,J-28L0K300ms_m0.75,23.97216796875,11.880648615550186,0.0006486155501850277,-101.7588157177312,-89.87816710218101
1279,J-28L0K300ms_m0.8,24.4970703125,11.880672683258908,0.0006726832589070142,-101.75883978543992,-89.87816710218101
1280,J-28L0K300ms_m0.85,25.0341796875,11.879080646903816,-0.0009193530961848495,-101.75724774908483,-89.87816710218101
1281,J-28L0K300ms_m0.9,25.5224609375,11.88021936036408,0.00021936036407943504,-101.75838646254509,-89.87816710218101
1282,J-28L0K300ms_m0.95,26.0107421875,11.880708552465094,0.0007085524650936037,-101.7588756546461,-89.87816710218101
1283,J-28L0K300ms_m1.0,26.4990234375,11.880594920761652,0.0005949207616513519,-101.75876202294266,-89.87816710218101
1284,J-28L0K600ms_m0.6,-5.3216552734375,11.879988677626642,-1.1322373358879645e-5,-101.75815577980765,-89.87816710218101
1285,J-28L0K600ms_m0.65,-3.9727783203125,11.879874825566858,-0.00012517443314230547,-101.75804192774787,-89.87816710218101
1286,J-28L0K600ms_m0.7,-2.69561767578125,11.880056135180254,5.613518025349151e-5,-101.75822323736126,-89.87816710218101
1287,J-28L0K600ms_m0.75,-1.475677490234375,11.879983341262474,-1.66587375272087e-5,-101.75815044344348,-89.87816710218101
1288,J-28L0K600ms_m0.8,-0.31085968017578125,11.879986800020262,-1.319997973858733e-5,-101.75815390220127,-89.87816710218101
1289,J-28L0K600ms_m0.85,0.805511474609375,11.880008548790855,8.548790853879495e-6,-101.75817565097186,-89.87816710218101
1290,J-28L0K600ms_m0.9,1.87896728515625,11.880047785196666,4.7785196665373064e-5,-101.75821488737768,-89.87816710218101
1291,J-28L0K600ms_m0.95,2.91656494140625,11.879881114505523,-0.00011888549447824914,-101.75804821668653,-89.87816710218101
1292,J-28L0K600ms_m1.0,3.9190673828125,11.879801440021964,-0.0001985599780365277,-101.75796854220297,-89.87816710218101
1293,J-28L10K0ms_m0.6,79.990234375,11.880229707162158,0.00022970716215731102,-101.75839680934317,-89.87816710218101
1294,J-28L10K0ms_m0.65,79.697265625,11.880543361198079,0.0005433611980780739,-101.75871046337909,-89.87816710218101
1295,J-28L10K0ms_m0.7,79.501953125,11.878097622679576,-0.001902377320424975,-101.75626472486059,-89.87816710218101
1296,J-28L10K0ms_m0.75,79.208984375,11.881750344386845,0.0017503443868438495,-101.75991744656785,-89.87816710218101
1297,J-28L10K0ms_m0.8,79.013671875,11.882106926485122,0.002106926485121008,-101.76027402866613,-89.87816710218101
1298,J-28L10K0ms_m0.85,78.916015625,11.878959749699447,-0.0010402503005533248,-101.75712685188046,-89.87816710218101
1299,J-28L10K0ms_m0.9,78.720703125,11.881385645242332,0.0013856452423315346,-101.75955274742334,-89.87816710218101
1300,J-28L10K0ms_m0.95,78.623046875,11.880023697614462,2.3697614460971295e-5,-101.75819079979547,-89.87816710218101
1301,J-28L10K0ms_m1.0,78.525390625,11.879382011646612,-0.0006179883533885544,-101.75754911382762,-89.87816710218101
1302,J-28L10K300ms_m0.6,36.0693359375,11.880903685285602,0.0009036852856016964,-101.75907078746661,-89.87816710218101
