index,Parameter Name,a3,BE(13LamC)(MeV),BE-11.88MeV
301,J-32L-40K0ms_m0.95,57.55842208862305,11.88006972427361,6.972427360985023e-5
302,J-32L-40K0ms_m1.0,57.93973922729492,11.879974968357075,-2.503164292555482e-5
303,J-32L-40K300ms_m0.6,24.75773811340332,11.8800311453749,3.1145374899566036e-5
304,J-32L-40K300ms_m0.65,25.984201431274414,11.879902940701086,-9.705929891445919e-5
305,J-32L-40K300ms_m0.7,27.169408798217773,11.880052436332662,5.243633266083236e-5
306,J-32L-40K300ms_m0.75,28.317365646362305,11.880058225858377,5.822585837655936e-5
307,J-32L-40K300ms_m0.8,29.432077407836914,11.879800336823251,-0.00019966317674935397
308,J-32L-40K300ms_m0.85,30.515146255493164,11.879975592751066,-2.440724893482127e-5
309,J-32L-40K300ms_m0.9,31.572179794311523,11.879946443564492,-5.355643550863931e-5
310,J-32L-40K300ms_m0.95,32.6027774810791,11.879959938050945,-4.0061949055925083e-5
311,J-32L-40K300ms_m1.0,33.46474647521973,11.880121028190871,0.00012102819087012051
312,J-32L-40K600ms_m0.6,3.3988964557647705,11.880109136579208,0.0001091365792067478
313,J-32L-40K600ms_m0.65,5.4822468757629395,11.880049701694517,4.970169451645745e-5
314,J-32L-40K600ms_m0.7,7.104747295379639,11.879892051664683,-0.00010794833531768688
315,J-32L-40K600ms_m0.75,8.877651691436768,11.879985569255865,-1.4430744135651707e-5
316,J-32L-40K600ms_m0.8,10.559382438659668,11.880032440179548,3.244017954706635e-5
317,J-32L-40K600ms_m0.85,12.163558006286621,11.879952756337076,-4.724366292485627e-5
318,J-32L-40K600ms_m0.9,13.694634437561035,11.880061163884932,6.116388493104807e-5
319,J-32L-40K600ms_m0.95,15.158419609069824,11.879996696121111,-3.303878889582279e-6
320,J-32L-40K600ms_m1.0,17.627367973327637,11.880026735631517,2.6735631516672242e-5
321,J-32L-30K0ms_m0.6,69.85910415649414,11.8799667417546,-3.3258245400347164e-5
322,J-32L-30K0ms_m0.65,69.8951530456543,11.880122700248606,0.00012270024860505657
323,J-32L-30K0ms_m0.7,69.97125625610352,11.879800755186835,-0.00019924481316557774
324,J-32L-30K0ms_m0.75,70.07299423217773,11.880147376898535,0.0001473768985338353
325,J-32L-30K0ms_m0.8,70.19796371459961,11.880242383830577,0.0002423838305762871
326,J-32L-30K0ms_m0.85,70.87728500366211,11.880293463337395,0.0002934633373943285
327,J-32L-30K0ms_m0.9,71.0359001159668,11.880169913055695,0.00016991305569469262
328,J-32L-30K0ms_m0.95,71.2025260925293,11.880322645688281,0.0003226456882803319
329,J-32L-30K0ms_m1.0,71.38437271118164,11.879781416598306,-0.00021858340169522705
330,J-32L-30K300ms_m0.6,34.72165107727051,11.880057103641036,5.7103641035283204e-5
331,J-32L-30K300ms_m0.65,35.63729286193848,11.880125413792797,0.0001254137927961807
332,J-32L-30K300ms_m0.7,37.19220161437988,11.879994551618836,-5.448381164896432e-6
333,J-32L-30K300ms_m0.75,38.07459831237793,11.87998764917424,-1.2350825761231476e-5
334,J-32L-30K300ms_m0.8,38.93977165222168,11.880033983365166,3.3983365165468626e-5
335,J-32L-30K300ms_m0.85,39.78611946105957,11.879959983670545,-4.001632945538347e-5
336,J-32L-30K300ms_m0.9,40.61544418334961,11.879978184363253,-2.1815636747746225e-5
337,J-32L-30K300ms_m0.95,41.43014907836914,11.879804209719055,-0.00019579028094618423
338,J-32L-30K300ms_m1.0,42.23043441772461,11.880131435719449,0.0001314357194477367
339,J-32L-30K600ms_m0.6,11.234498023986816,11.879929081409017,-7.091859098373732e-5
340,J-32L-30K600ms_m0.65,13.029932975769043,11.880071021446327,7.102144632575857e-5
341,J-32L-30K600ms_m0.7,14.7450590133667,11.87998180085772,-1.8199142280295177e-5
342,J-32L-30K600ms_m0.75,16.388888359069824,11.879919642977697,-8.035702230380082e-5
343,J-32L-30K600ms_m0.8,17.97323703765869,11.879948669943687,-5.133005631385856e-5
344,J-32L-30K600ms_m0.85,18.988213539123535,11.880091643312497,9.164331249600366e-5
345,J-32L-30K600ms_m0.9,20.340547561645508,11.879928480824105,-7.15191758953182e-5
346,J-32L-30K600ms_m0.95,21.637907028198242,11.88011917963749,0.00011917963748864224
347,J-32L-30K600ms_m1.0,22.88640022277832,11.879882686620888,-0.0001173133791123604
348,J-32L-20K0ms_m0.6,87.59876251220703,11.879919680972705,-8.031902729577212e-5
349,J-32L-20K0ms_m0.65,87.39208221435547,11.8801022313136,0.00010223131359943238
350,J-32L-20K0ms_m0.7,87.23987579345703,11.880029615444599,2.9615444598007912e-5
351,J-32L-20K0ms_m0.75,87.12291717529297,11.880057455766647,5.745576664573093e-5
352,J-32L-20K0ms_m0.8,87.03960418701172,11.879911081833313,-8.891816668743502e-5
353,J-32L-20K0ms_m0.85,86.97872161865234,11.879802393836428,-0.00019760616357267224
354,J-32L-20K0ms_m0.9,87.62920379638672,11.880227916696555,0.00022791669655397584
355,J-32L-20K0ms_m0.95,87.61959075927734,11.879899501302958,-0.00010049869704253922
356,J-32L-20K0ms_m1.0,87.61638641357422,11.880171230959945,0.00017123095994442394
357,J-32L-20K300ms_m0.6,46.83347702026367,11.879950835759445,-4.9164240556009986e-5
358,J-32L-20K300ms_m0.65,47.45832443237305,11.88008271848625,8.271848624907818e-5
359,J-32L-20K300ms_m0.7,48.078365325927734,11.880238346150861,0.00023834615086038013
360,J-32L-20K300ms_m0.75,48.687191009521484,11.880055168153689,5.51681536880011e-5
361,J-32L-20K300ms_m0.8,49.98495101928711,11.880222308303274,0.0002223083032735218
362,J-32L-20K300ms_m0.85,50.60178756713867,11.879990500374447,-9.49962555374384e-6
363,J-32L-20K300ms_m0.9,51.21061325073242,11.879942716554439,-5.7283445562106294e-5
364,J-32L-20K300ms_m0.95,51.81222915649414,11.879973090605091,-2.6909394909679918e-5
365,J-32L-20K300ms_m1.0,52.40983963012695,11.8801719739279,0.00017197392790002652
366,J-32L-20K600ms_m0.6,20.141878128051758,11.879971394401437,-2.8605598563657963e-5
367,J-32L-20K600ms_m0.65,21.65472984313965,11.880007812762685,7.812762683911956e-6
368,J-32L-20K600ms_m0.7,23.105897903442383,11.879838745816429,-0.00016125418357226806
369,J-32L-20K600ms_m0.75,24.502992630004883,11.879861890689739,-0.00013810931026192463
370,J-32L-20K600ms_m0.8,25.849218368530273,11.87978581471694,-0.00021418528306149653
371,J-32L-20K600ms_m0.85,27.15498924255371,11.880162944742551,0.00016294474255040825
372,J-32L-20K600ms_m0.9,28.425912857055664,11.880108126840113,0.0001081268401126323
373,J-32L-20K600ms_m0.95,29.106035232543945,11.879839360627841,-0.00016063937215982094
374,J-32L-20K600ms_m1.0,30.18549919128418,11.88012189665018,0.00012189665017992013
375,J-32L-10K0ms_m0.6,108.35010528564453,11.879731664773615,-0.00026833522638547436
376,J-32L-10K0ms_m0.65,107.97199249267578,11.879756961134234,-0.00024303886576682032
377,J-32L-10K0ms_m0.7,107.6467514038086,11.879978761994536,-2.1238005464496723e-5
378,J-32L-10K0ms_m0.75,107.36797332763672,11.88005549509991,5.5495099909208534e-5
379,J-32L-10K0ms_m0.8,107.1292495727539,11.879734644561907,-0.00026535543809380613
380,J-32L-10K0ms_m0.85,106.9113540649414,11.879977814653387,-2.218534661402316e-5
381,J-32L-10K0ms_m0.9,106.7190933227539,11.88021083372226,0.0002108337222583856
382,J-32L-10K0ms_m0.95,107.5650405883789,11.880194450306774,0.0001944503067736747
383,J-32L-10K0ms_m1.0,107.43366241455078,11.880099844934762,9.98449347608954e-5
384,J-32L-10K300ms_m0.6,60.607357025146484,11.87997901559143,-2.0984408569901802e-5
385,J-32L-10K300ms_m0.65,60.954227447509766,11.880113141290082,0.000113141290080776
386,J-32L-10K300ms_m0.7,61.313114166259766,11.880138074203956,0.00013807420395473002
387,J-32L-10K300ms_m0.75,61.67520523071289,11.88000281392793,2.81392792977897e-6
388,J-32L-10K300ms_m0.8,62.037296295166016,11.879900879097193,-9.912090280828068e-5
389,J-32L-10K300ms_m0.85,63.164424896240234,11.880098469106017,9.846910601574166e-5
