k,Um
0.0,-29.41272985929345
0.1,-29.331451404296104
0.2,-29.088275147423474
0.3,-28.685167002835442
0.4,-28.12536575498143
0.5,-27.41332747480419
0.6,-26.554649723779676
0.7,-25.555977501018788
0.8,-24.424893351802893
0.9,-23.1697944471739
1.0,-21.79975974817853
1.1,-20.32441057163851
1.2,-18.753767966778696
1.3,-17.098110287826785
1.4,-15.367834206552288
1.5,-13.573322156585618
1.6,-11.724818850406336
1.7,-9.832319078323962
1.8,-7.905468509187585
1.9,-5.953478690740667
2.0,-3.9850569202092174
2.1,-2.008351148441534
2.2,-0.030909616378266946
2.3,1.9403454810865242
2.4,3.899131339008818
2.5,5.8398061791801865
2.6,7.757360633366716
2.7,9.647400417352856
2.8,11.506121860881194
2.9,13.330281819753509
3.0,15.117163409810018
3.1,16.8645388807397
3.2,18.57063080243097
3.3,20.234072578672112
3.4,21.85386914153355
3.5,23.429358522053235
3.6,24.960174844403127
3.7,26.44621315535437
3.8,27.887596380821833
3.9,29.28464459765155
4.0,30.637846721576352
4.1,31.94783464080365
4.2,33.2153597677443
4.3,34.441271937493866
4.4,35.62650054917731
4.5,36.77203782346578
4.6,37.8789240349156
4.7,38.948234569679016
4.8,39.981068656319394
4.9,40.97853961870919
5.0,41.94176650425311
5.1,42.8718669472089
5.2,43.769951134822804
5.3,44.63711675295872
5.4,45.474444797271644
5.5,46.28299614553748
5.6,47.06380879618905
5.7,47.81789568719137
5.8,48.546243018122595
5.9,49.24980900642004
6.0,49.92952301637297
6.1,50.58628500639975
6.2,51.22096524654103
6.3,51.83440426386164
6.4,52.42741297872226
6.5,53.000772999537276
6.6,53.5552370478606
6.7,54.091529489349796
6.8,54.61034694951263
6.9,55.11235899601638
7.0,55.59820887198475
7.1,56.06851426691492
7.2,56.52386811388328
7.3,56.96483940343023
7.4,57.391974006002556
7.5,57.80579549621211
7.6,58.20680597323394
7.7,58.59548687272445
7.8,58.97229976644394
7.9,59.33768714652888
8.0,59.69207319198358
8.1,60.03586451548858
8.2,60.3694508890901
8.3,60.69320594773626
8.4,61.00748786992585
8.5,61.312640035052254
8.6,61.608991657213664
8.7,61.89685839550543
8.8,62.17654294091108
8.9,62.44833558010532
9.0,62.71251473652774
9.1,62.969347489216034
9.2,63.219090069927006
9.3,63.46198833914286
9.4,63.69827824159074
9.5,63.928186241919775
9.6,64.15192974123784
9.7,64.3697174751569
9.8,64.58174989406507
9.9,64.78821952629323
10.0,64.98931132487269
10.1,65.18520299853162
10.2,65.37606532762311
10.3,65.56206246558531
10.4,65.74335222660011
10.5,65.92008636003038
10.6,66.09241081224309
10.7,66.26046597636787
10.8,66.42438693056738
10.9,66.58430366532093
11.0,66.74034130024438
