density,U
0, 0
0.0011359630729241843, 0.013062700964653118
0.02037820663596812, -1.186128570900184
0.03644457783113286, -2.314526393354747
0.05421668667467028, -3.3889563288941424
0.07303421368547469, -4.504131711119001
0.09185174069627888, -5.63543118728775
0.1106692677070833, -6.756483397563493
0.13053221288515426, -7.939325029985177
0.15039515806322545, -9.01674586067643
0.17025810324129664, -10.152520876690339
0.19113327990089557, -11.2502850387392
0.21275662438888632, -12.188549034348071
0.23684669519981916, -13.318461849816764
0.2601640656262507, -14.367035453686249
0.2834814360526825, -15.410066025882905
0.3082533013205284, -16.454865942065197
0.33092775462951485, -17.357491661621765
0.36052420968387366, -18.5863347158937
0.38813099313799615, -19.650195653356406
0.4169767907162867, -20.76506548829368
0.4472242230225427, -21.864868677170946
0.4769140989729226, -22.848933467983194
0.5131552621048421, -24.016370735287367
0.5466086434573831, -25.072130056835867
0.5800620248099242, -26.069921881755043
0.6135154061624652, -27.01647216194204
0.6469687875150063, -27.870011917509572
0.6804221688675471, -28.705071858939803
0.7112217964108722, -29.396131904954466
0.7293635146674147, -29.79285579354284
0.7515106042416968, -30.246456868904303
0.785328026739758, -30.943117741876414
0.8077541016406562, -31.361694321280552
0.8340442695491208, -31.7741073037582
0.8581432573029213, -32.12116053241355
0.8915966386554626, -32.61456138297851
0.9250500200080034, -33.04670988895611
0.958015539549153, -33.40649449394897
0.9910507536347875, -33.745007571168664
1.024922302254235, -34.015740196289286
1.0582362945178074, -34.19308031776124
1.0923169267707085, -34.3548990716712
1.1257703081232493, -34.48457082163115
1.1592236894757906, -34.546830348850946
1.191283179938642, -34.53662162475305
1.2252458675778004, -34.52506810309001
1.2611117523932651, -34.44907382108073
1.2945651337458064, -34.34615543156053
1.3285814325730292, -34.21077641778256
1.3638269593551708, -33.97185066552323
1.395890279188598, -33.754545438890574
1.4315551220488199, -33.43174683803117
1.4644857943177274, -33.06927469005652
1.4968937575030012, -32.650467232045024
1.5272108843537415, -32.24547619525977
1.5606642657062828, -31.71845584255992
1.5941176470588236, -31.14103445471384
1.6275710284113645, -30.522351130687497
1.6610244097639058, -29.85335338075012
1.6944777911164466, -29.14617363370889
1.7279311724689879, -28.386491877021363
1.7613845538215287, -27.61826122191927
1.79483793517407, -26.77227062595211
1.8282913165266108, -25.906793212894073
1.8617446978791516, -24.98324411258833
1.894152661064426, -24.12341977354791
1.9255152060824332, -23.251081086564035
1.9558323329331735, -22.340518674321736
1.9818864684648423, -21.519042945538693
2.0007853141256504, -20.886602849217326
2.008797653958944, -21.21559475271414
2.1285470157598256, -17.34437153234046
2.2482963775607074, -13.61519239982448
2.376890862676427, -8.368623034702921
2.5040130442776065, -3.675025068959144
2.6075444629633533, -0.3234249295783229
2.732192662292453, 4.257597690844193
2.8372792674950946, 8.855415363757231
2.959916986922886, 12.821649255543434
3.0818763506161972, 17.618558214652694
3.2226207303951555, 23.74953532614643
3.3532563978142993, 28.88347073101403
3.4784489124243128, 33.832036411687
3.6090845798434565, 39.038507795587236
3.7397202472626003, 44.290405752215065
3.8594696090634817, 49.09096872819521
3.979218970864364, 53.89153170417529
4.098968332665246, 58.75364035933461
4.218717694466127, 63.52343049572511
4.33846705626701, 68.35476631129478
4.458216418067892, 73.2168749664541
4.577965779868773, 78.01743794243424
4.697715141669654, 82.91031943718315
4.8174645034705375, 87.74165525275282
4.944750538391755, 93.24770438500735
