density,U
0.01,-1.2518575456642984
0.11,-10.070309549281731
0.21,-16.3337312388155
0.31,-21.167942020045164
0.41,-24.95871842009025
0.51,-27.9164833427157
0.61,-30.176682513435246
0.71,-31.834879648893455
0.81,-32.96261285609219
0.91,-33.61571072476157
1.01,-33.83911121649548
1.11,-33.66986269078597
1.21,-33.139098024857134
1.31,-32.27339045918454
1.41,-31.09571789277566
1.51,-29.626168791754424
1.61,-27.882471652781888
1.71,-25.880400443002486
1.81,-23.634090677774438
1.91,-21.156289713459834
2.01,-18.458557693323314
2.11,-15.551430857852452
2.21,-12.444555724612357
2.31,-9.146800420696792
2.41,-5.666347881012825
2.51,-2.0107744972726493
2.61,1.8128830212292542
2.71,5.798070424005644
2.81,9.938666639498962
2.91,14.22894109288194
3.01,18.663516542071505
3.11,23.23733655915035
3.21,27.945636946097153
3.31,32.78392050135514
3.41,37.7479346553186
3.51,42.83365157422983
3.61,48.037250397703104
3.71,53.35510132851246
3.81,58.78375133695846
3.91,64.31991127806336
4.01,69.96044424955946
4.11,75.70235504334951
4.21,81.54278056375566
4.31,87.4789811032114
4.41,93.50833238065903
4.51,99.6283182602894
4.61,105.83652407877804
4.71,112.1306305181522
4.81,118.50840796910484
4.91,124.96771133618819
5.01,131.50647524201003
5.11,138.12270959248775
5.21,144.81449546950103
5.31,151.57998132098754
5.41,158.41737942179907
5.51,165.3249625814584
5.61,172.30106107745996
5.71,179.34405979495375
5.81,186.45239555557828
5.91,193.624554619923
