index,Parameter Name,paper,a1,a2,a3,a4,a5,a6,a7,a8,gamma1,gamma2,gamma3,gamma4,u0,u1,u2,u3,u31,u32,J (MeV),L (MeV),K (MeV),m*/m
38,J-33L-40K100ms_m0.65,20221111,-1000.0000000000003,58.72686721352134,0.0,2244.956694483986,-1654.4804544752753,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1000.0000000000003,58.72686721352134,176.18060164056402,0,5986.551185290629,-4411.947878600734,-33,-40,100,0.65
39,J-33L-40K100ms_m0.7,20221111,-1000.0,46.741792271986384,0.0,2244.956694483985,-1611.1241084223705,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1000.0,46.741792271986384,140.22537681595915,0,5986.551185290626,-4296.330955792988,-33,-40,100,0.7
40,J-33L-40K100ms_m0.75,20221111,-1000.0000000000001,36.35472732265607,0.0,2244.9566944839858,-1573.5486085098546,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1000.0000000000001,36.35472732265607,109.06418196796821,0,5986.551185290628,-4196.129622692945,-33,-40,100,0.75
41,J-33L-40K100ms_m0.8,20221111,-999.9999999999997,27.266045491992056,0.0,2244.956694483985,-1540.670046086401,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-999.9999999999997,27.266045491992056,81.79813647597616,0,5986.551185290626,-4108.4534562304025,-33,-40,100,0.8
42,J-33L-40K100ms_m0.85,20221111,-1000.0000000000003,19.246620347288513,0.0,2244.956694483986,-1511.6595498304143,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1000.0000000000003,19.246620347288513,57.73986104186554,0,5986.551185290629,-4031.0921328811046,-33,-40,100,0.85
43,J-33L-40K100ms_m0.9,20221111,-1000.0000000000001,12.118242440885364,0.0,2244.9566944839853,-1485.8724420473145,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1000.0000000000001,12.118242440885364,36.35472732265609,0,5986.5511852906275,-3962.326512126172,-33,-40,100,0.9
44,J-33L-40K100ms_m0.95,20221111,-999.9999999999998,5.740220103577268,0.0,2244.9566944839853,-1462.7997666624346,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-999.9999999999998,5.740220103577268,17.220660310731805,0,5986.5511852906275,-3900.7993777664924,-33,-40,100,0.95
45,J-33L-40K100ms_m1.0,20221111,-1000.0,0.0,0.0,2244.9566944839853,-1442.0343588160442,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1000.0,0.0,0.0,0,5986.5511852906275,-3845.4249568427845,-33,-40,100,1.0
46,J-33L-40K200ms_m0.6,20221111,-687.4999999999998,72.70945464531216,0.0,1093.696851158865,-644.7434767212784,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.4999999999998,72.70945464531216,218.12836393593648,0,2916.5249364236397,-1719.315937923409,-33,-40,200,0.6
47,J-33L-40K200ms_m0.65,20221111,-687.5000000000002,58.72686721352134,0.0,1093.6968511588657,-594.1610729928898,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.5000000000002,58.72686721352134,176.18060164056402,0,2916.5249364236415,-1584.4295279810394,-33,-40,200,0.65
48,J-33L-40K200ms_m0.7,20221111,-687.4999999999999,46.741792271986384,0.0,1093.6968511588643,-550.8047269399849,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.4999999999999,46.741792271986384,140.22537681595915,0,2916.524936423638,-1468.812605173293,-33,-40,200,0.7
49,J-33L-40K200ms_m0.75,20221111,-687.5000000000001,36.35472732265607,0.0,1093.696851158865,-513.229227027469,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.5000000000001,36.35472732265607,109.06418196796821,0,2916.5249364236397,-1368.6112720732508,-33,-40,200,0.75
50,J-33L-40K200ms_m0.8,20221111,-687.4999999999997,27.266045491992056,0.0,1093.696851158864,-480.3506646040155,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.4999999999997,27.266045491992056,81.79813647597616,0,2916.5249364236374,-1280.935105610708,-33,-40,200,0.8
51,J-33L-40K200ms_m0.85,20221111,-687.5000000000002,19.246620347288513,0.0,1093.6968511588657,-451.3401683480289,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.5000000000002,19.246620347288513,57.73986104186554,0,2916.5249364236415,-1203.5737822614103,-33,-40,200,0.85
52,J-33L-40K200ms_m0.9,20221111,-687.5000000000001,12.118242440885364,0.0,1093.6968511588645,-425.55306056492867,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.5000000000001,12.118242440885364,36.35472732265609,0,2916.524936423639,-1134.8081615064764,-33,-40,200,0.9
53,J-33L-40K200ms_m0.95,20221111,-687.4999999999998,5.740220103577268,0.0,1093.6968511588645,-402.4803851800489,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.4999999999998,5.740220103577268,17.220660310731805,0,2916.524936423639,-1073.281027146797,-33,-40,200,0.95
54,J-33L-40K200ms_m1.0,20221111,-687.5,0.0,0.0,1093.6968511588645,-381.7149773336588,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-687.5,0.0,0.0,0,2916.524936423639,-1017.9066062230901,-33,-40,200,1.0
55,J-33L-40K400ms_m0.6,20221111,-62.499999999999645,72.70945464531216,0.0,-1208.8228354913767,1475.895286243493,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.499999999999645,72.70945464531216,218.12836393593648,0,-3223.5275613103377,3935.7207633159815,-33,-40,400,0.6
56,J-33L-40K400ms_m0.65,20221111,-62.500000000000355,58.72686721352134,0.0,-1208.8228354913754,1526.477689971881,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.500000000000355,58.72686721352134,176.18060164056402,0,-3223.527561310334,4070.6071732583496,-33,-40,400,0.65
57,J-33L-40K400ms_m0.7,20221111,-62.5,46.741792271986384,0.0,-1208.8228354913767,1569.834036024786,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.5,46.741792271986384,140.22537681595915,0,-3223.5275613103377,4186.224096066096,-33,-40,400,0.7
58,J-33L-40K400ms_m0.75,20221111,-62.50000000000018,36.35472732265607,0.0,-1208.822835491376,1607.4095359373018,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.50000000000018,36.35472732265607,109.06418196796821,0,-3223.527561310336,4286.425429166138,-33,-40,400,0.75
59,J-33L-40K400ms_m0.8,20221111,-62.499999999999645,27.266045491992056,0.0,-1208.8228354913774,1640.2880983607556,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.499999999999645,27.266045491992056,81.79813647597616,0,-3223.5275613103395,4374.101595628681,-33,-40,400,0.8
60,J-33L-40K400ms_m0.85,20221111,-62.50000000000018,19.246620347288513,0.0,-1208.822835491376,1669.2985946167425,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.50000000000018,19.246620347288513,57.73986104186554,0,-3223.527561310336,4451.46291897798,-33,-40,400,0.85
61,J-33L-40K400ms_m0.9,20221111,-62.50000000000018,12.118242440885364,0.0,-1208.8228354913767,1695.0857023998424,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.50000000000018,12.118242440885364,36.35472732265609,0,-3223.5275613103377,4520.228539732912,-33,-40,400,0.9
62,J-33L-40K400ms_m0.95,20221111,-62.49999999999982,5.740220103577268,0.0,-1208.8228354913767,1718.1583777847222,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.49999999999982,5.740220103577268,17.220660310731805,0,-3223.5275613103377,4581.755674092592,-33,-40,400,0.95
63,J-33L-40K400ms_m1.0,20221111,-62.5,0.0,0.0,-1208.8228354913767,1738.9237856311122,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-62.5,0.0,0.0,0,-3223.5275613103377,4637.130095016299,-33,-40,400,1.0
64,J-33L-40K500ms_m0.6,20221111,250.00000000000034,72.70945464531216,0.0,-2360.0826788164973,2536.2146677258784,0,0,0,0.3333333333333333,0.6666666666666666,0,0,250.00000000000034,72.70945464531216,218.12836393593648,0,-6293.553810177325,6763.239113935675,-33,-40,500,0.6
65,J-33L-40K500ms_m0.65,20221111,249.99999999999963,58.72686721352134,0.0,-2360.082678816496,2586.7970714542666,0,0,0,0.3333333333333333,0.6666666666666666,0,0,249.99999999999963,58.72686721352134,176.18060164056402,0,-6293.553810177322,6898.125523878044,-33,-40,500,0.65
66,J-33L-40K500ms_m0.7,20221111,250.0,46.741792271986384,0.0,-2360.0826788164973,2630.1534175071715,0,0,0,0.3333333333333333,0.6666666666666666,0,0,250.0,46.741792271986384,140.22537681595915,0,-6293.553810177325,7013.74244668579,-33,-40,500,0.7
67,J-33L-40K500ms_m0.75,20221111,249.99999999999983,36.35472732265607,0.0,-2360.082678816497,2667.728917419687,0,0,0,0.3333333333333333,0.6666666666666666,0,0,249.99999999999983,36.35472732265607,109.06418196796821,0,-6293.5538101773245,7113.943779785832,-33,-40,500,0.75
68,J-33L-40K500ms_m0.8,20221111,250.00000000000034,27.266045491992056,0.0,-2360.082678816498,2700.607479843141,0,0,0,0.3333333333333333,0.6666666666666666,0,0,250.00000000000034,27.266045491992056,81.79813647597616,0,-6293.553810177328,7201.6199462483755,-33,-40,500,0.8
69,J-33L-40K500ms_m0.85,20221111,249.99999999999983,19.246620347288513,0.0,-2360.082678816497,2729.617976099128,0,0,0,0.3333333333333333,0.6666666666666666,0,0,249.99999999999983,19.246620347288513,57.73986104186554,0,-6293.5538101773245,7278.981269597674,-33,-40,500,0.85
70,J-33L-40K500ms_m0.9,20221111,249.99999999999983,12.118242440885364,0.0,-2360.0826788164973,2755.4050838822277,0,0,0,0.3333333333333333,0.6666666666666666,0,0,249.99999999999983,12.118242440885364,36.35472732265609,0,-6293.553810177325,7347.746890352607,-33,-40,500,0.9
71,J-33L-40K500ms_m0.95,20221111,250.00000000000017,5.740220103577268,0.0,-2360.0826788164973,2778.4777592671076,0,0,0,0.3333333333333333,0.6666666666666666,0,0,250.00000000000017,5.740220103577268,17.220660310731805,0,-6293.553810177325,7409.2740247122865,-33,-40,500,0.95
72,J-33L-40K500ms_m1.0,20221111,250.0,0.0,0.0,-2360.0826788164973,2799.2431671134977,0,0,0,0.3333333333333333,0.6666666666666666,0,0,250.0,0.0,0.0,0,-6293.553810177325,7464.648445635994,-33,-40,500,1.0
73,J-33L-30K100ms_m0.6,20221111,-1187.4999999999995,72.70945464531216,0.0,2820.586616146546,-2129.190610796618,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.4999999999995,72.70945464531216,218.12836393593648,0,7521.564309724123,-5677.84162879098,-33,-30,100,0.6
74,J-33L-30K100ms_m0.65,20221111,-1187.5000000000002,58.72686721352134,0.0,2820.5866161465465,-2078.6082070682296,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.5000000000002,58.72686721352134,176.18060164056402,0,7521.564309724124,-5542.955218848612,-33,-30,100,0.65
75,J-33L-30K100ms_m0.7,20221111,-1187.5,46.741792271986384,0.0,2820.5866161465456,-2035.2518610153245,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.5,46.741792271986384,140.22537681595915,0,7521.564309724121,-5427.338296040865,-33,-30,100,0.7
76,J-33L-30K100ms_m0.75,20221111,-1187.5000000000002,36.35472732265607,0.0,2820.586616146546,-1997.6763611028089,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.5000000000002,36.35472732265607,109.06418196796821,0,7521.564309724123,-5327.136962940824,-33,-30,100,0.75
77,J-33L-30K100ms_m0.8,20221111,-1187.4999999999995,27.266045491992056,0.0,2820.586616146545,-1964.7977986793553,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.4999999999995,27.266045491992056,81.79813647597616,0,7521.56430972412,-5239.460796478281,-33,-30,100,0.8
78,J-33L-30K100ms_m0.85,20221111,-1187.5000000000002,19.246620347288513,0.0,2820.5866161465465,-1935.7873024233686,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.5000000000002,19.246620347288513,57.73986104186554,0,7521.564309724124,-5162.099473128983,-33,-30,100,0.85
79,J-33L-30K100ms_m0.9,20221111,-1187.5000000000002,12.118242440885364,0.0,2820.5866161465456,-1910.000194640268,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.5000000000002,12.118242440885364,36.35472732265609,0,7521.564309724121,-5093.333852374048,-33,-30,100,0.9
80,J-33L-30K100ms_m0.95,20221111,-1187.4999999999998,5.740220103577268,0.0,2820.5866161465456,-1886.927519255389,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.4999999999998,5.740220103577268,17.220660310731805,0,7521.564309724121,-5031.80671801437,-33,-30,100,0.95
81,J-33L-30K100ms_m1.0,20221111,-1187.5,0.0,0.0,2820.5866161465456,-1866.1621114089985,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-1187.5,0.0,0.0,0,7521.564309724121,-4976.432297090662,-33,-30,100,1.0
82,J-33L-30K200ms_m0.6,20221111,-874.9999999999997,72.70945464531216,0.0,1669.3267728214253,-1068.8712293142326,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-874.9999999999997,72.70945464531216,218.12836393593648,0,4451.538060857134,-2850.323278171287,-33,-30,200,0.6
83,J-33L-30K200ms_m0.65,20221111,-875.0000000000003,58.72686721352134,0.0,1669.326772821426,-1018.2888255858439,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-875.0000000000003,58.72686721352134,176.18060164056402,0,4451.538060857136,-2715.436868228917,-33,-30,200,0.65
84,J-33L-30K200ms_m0.7,20221111,-875.0,46.741792271986384,0.0,1669.3267728214246,-974.932479532939,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-875.0,46.741792271986384,140.22537681595915,0,4451.538060857132,-2599.819945421171,-33,-30,200,0.7
85,J-33L-30K200ms_m0.75,20221111,-875.0,36.35472732265607,0.0,1669.3267728214253,-937.3569796204232,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-875.0,36.35472732265607,109.06418196796821,0,4451.538060857134,-2499.6186123211282,-33,-30,200,0.75
86,J-33L-30K200ms_m0.8,20221111,-874.9999999999997,27.266045491992056,0.0,1669.3267728214244,-904.4784171969696,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-874.9999999999997,27.266045491992056,81.79813647597616,0,4451.538060857131,-2411.9424458585854,-33,-30,200,0.8
87,J-33L-30K200ms_m0.85,20221111,-875.0000000000003,19.246620347288513,0.0,1669.326772821426,-875.467920940983,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-875.0000000000003,19.246620347288513,57.73986104186554,0,4451.538060857136,-2334.581122509288,-33,-30,200,0.85
88,J-33L-30K200ms_m0.9,20221111,-875.0000000000001,12.118242440885364,0.0,1669.326772821425,-849.6808131578825,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-875.0000000000001,12.118242440885364,36.35472732265609,0,4451.538060857133,-2265.815501754353,-33,-30,200,0.9
89,J-33L-30K200ms_m0.95,20221111,-874.9999999999998,5.740220103577268,0.0,1669.326772821425,-826.6081377730035,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-874.9999999999998,5.740220103577268,17.220660310731805,0,4451.538060857133,-2204.288367394676,-33,-30,200,0.95
90,J-33L-30K200ms_m1.0,20221111,-875.0,0.0,0.0,1669.326772821425,-805.842729926613,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-875.0,0.0,0.0,0,4451.538060857133,-2148.913946470968,-33,-30,200,1.0
91,J-33L-30K400ms_m0.6,20221111,-249.99999999999963,72.70945464531216,0.0,-633.1929138288164,1051.7675336505388,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-249.99999999999963,72.70945464531216,218.12836393593648,0,-1688.5144368768435,2804.713423068103,-33,-30,400,0.6
92,J-33L-30K400ms_m0.65,20221111,-250.00000000000034,58.72686721352134,0.0,-633.1929138288151,1102.3499373789268,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-250.00000000000034,58.72686721352134,176.18060164056402,0,-1688.5144368768401,2939.5998330104712,-33,-30,400,0.65
93,J-33L-30K400ms_m0.7,20221111,-250.0,46.741792271986384,0.0,-633.1929138288164,1145.7062834318317,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-250.0,46.741792271986384,140.22537681595915,0,-1688.5144368768435,3055.2167558182177,-33,-30,400,0.7
94,J-33L-30K400ms_m0.75,20221111,-250.00000000000017,36.35472732265607,0.0,-633.1929138288157,1183.2817833443476,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-250.00000000000017,36.35472732265607,109.06418196796821,0,-1688.5144368768417,3155.41808891826,-33,-30,400,0.75
95,J-33L-30K400ms_m0.8,20221111,-249.99999999999963,27.266045491992056,0.0,-633.192913828817,1216.1603457678013,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-249.99999999999963,27.266045491992056,81.79813647597616,0,-1688.5144368768454,3243.0942553808036,-33,-30,400,0.8
96,J-33L-30K400ms_m0.85,20221111,-250.00000000000017,19.246620347288513,0.0,-633.1929138288157,1245.1708420237883,0,0,0,0.3333333333333333,0.6666666666666666,0,0,-250.00000000000017,19.246620347288513,57.73986104186554,0,-1688.5144368768417,3320.455578730102,-33,-30,400,0.85
